feature	positive_signature	negative_signature
79	PA3834;PA3103;PA3861;PA2638;PA3107;PA4956;PA1552;PA2612;PA2605;PA3482;PA1770;PA3214;PA4483;PA3999;PA4042;PA2709;PA5063;PA4732;PA2642;PA4758;PA4201;PA3627;PA4069;PA2640;PA1821;PA4411;PA5304	
80	PA1095;PA1179;PA1094;PA1092;PA1086;PA5332;PA1087	PA4910;PA1667;PA0997;PA4225;PA4208;PA1661;PA4211;PA4497;PA0998;PA1902;PA4912;PA4911;PA1254;PA1217;PA4217;PA1002;PA1657;PA2193;PA4909;PA4226;PA1904;PA2811;PA4228;PA4123;PA4121;PA0996;PA1693;PA1701;PA1260;PA1000;PA1320;PA4231;PA0999;PA4230;PA1901;PA3568;PA1659;PA4224;PA1658;PA1668;PA1319;PA1001;PA1318;PA1903;PA1905;PA1660;PA1073;PA4207
81	PA2607;PA0130;PA1140	PA4038;PA3159;PA3320;PA2340;PA0524;PA4193;PA0323;PA0325;PA0685;PA1779;PA1660;PA3569;PA3875
82	PA3372;PA2828;PA5549;PA0222;PA2856;PA5272	PA4031;PA5142;PA0609;PA2217;PA3211;PA5038;PA4663;PA0590;PA4376;PA5349;PA0651;PA2607;PA1279;PA4839;PA5228;PA0357;PA0899;PA3861
83	PA5522;PA4912;PA0844;PA4911;PA1101;PA3236;PA1087;PA5372;PA5378;PA1256;PA1078;PA3514;PA1100;PA4909;PA1084;PA3513;PA1423;PA4913;PA1252;PA5417;PA1079;PA5379;PA1260;PA5419;PA1082;PA5416;PA1004;PA5523;PA5420;PA5421;PA1081;PA5415;PA1077;PA5524;PA5376;PA1452;PA5418	PA0872;PA2008;PA4588;PA5096;PA3187;PA0870;PA1317;PA1659;PA3721;PA5092;PA1319;PA1318;PA5100;PA1320;PA0865;PA5106;PA5098
84	PA2507;PA4443;PA2512;PA4973;PA4193;PA1287;PA2513;PA0263;PA2509;PA2514;PA2682;PA1984;PA2508;PA1341;PA5172;PA1342;PA0298	PA4208;PA3187;PA2329;PA2022;PA0347;PA3195;PA0677;PA1179;PA4613;PA4771;PA2052;PA4774;PA0681;PA3296;PA3182;PA4773;PA4811;PA5445;PA3478;PA3379;PA1180;PA4777;PA3554;PA2382;PA2327;PA2323;PA0849;PA4776;PA2253;PA4205;PA3872;PA2321;PA3183;PA3181;PA3910;PA3194;PA4206;PA3383;PA0887;PA4290;PA4207;PA3193
85	PA1511;PA3310;PA2105;PA0263;PA0996;PA4211;PA2104;PA2103;PA4207	PA4225;PA0078;PA1092;PA2512;PA1087;PA1095;PA1179;PA2513;PA4226;PA4228;PA5445;PA1180;PA3555;PA1094;PA2514;PA4231;PA4230;PA4224;PA3568;PA0504;PA1280;PA0887;PA4290;PA1086
86	PA1581;PA3651;PA2970;PA5570;PA3512;PA5038;PA4748;PA4415;PA1320;PA3645;PA4159;PA3028	PA1798;PA4285;PA5436;PA1100;PA4646;PA4812;PA5210;PA1726;PA0176
87	PA1660;PA2649	PA0228;PA2413;PA0226;PA2446;PA2682;PA2408;PA2512;PA3584;PA0523;PA2513;PA2509;PA2390;PA2445;PA4228;PA3877;PA2389;PA2507;PA0227;PA2412;PA3337;PA2508;PA2514;PA4205;PA4230;PA0524;PA4206;PA2407;PA2409;PA4207
88	PA1449;PA0660;PA4138;PA0602;PA5422	PA4283;PA1655;PA2584;PA5163;PA3047;PA4234;PA2843;PA1553;PA1552;PA3763;PA3348;PA2641;PA4411;PA1799;PA4937
89	PA0747;PA3553;PA3559;PA3151;PA0795;PA1179;PA3552;PA4774;PA2638;PA3557;PA4502;PA4504;PA3556;PA4456;PA2012;PA4773;PA1180;PA2011;PA3570;PA3554;PA3555;PA4777;PA0794;PA0796;PA4010;PA0604;PA2014;PA4503;PA4776;PA2444;PA0603;PA0879;PA3558;PA4455;PA2013;PA0793;PA0605;PA0606;PA0887;PA4290;PA3569	PA1140;PA5429;PA0849;PA0609;PA5172
90	PA1874;PA1871;PA0106;PA3415;PA3417;PA3416;PA2570;PA0105;PA1092;PA0175;PA0113;PA0107;PA5213;PA0180;PA1930;PA3477;PA3361;PA1135;PA3478;PA0176;PA2160;PA5058;PA3724;PA3250;PA5056;PA3479;PA0112;PA2566;PA0108	PA1278;PA2948;PA2904;PA2905;PA5508
91	PA5559;PA4246;PA4251;PA3352;PA1092;PA2742;PA4260;PA4433;PA1589;PA0373;PA4272;PA3656;PA4274;PA3001;PA4267;PA1464;PA4264;PA4262;PA4751;PA5489;PA5558;PA4232;PA4934;PA3351;PA0555;PA4253;PA4273;PA5046;PA4247;PA4248;PA4385;PA4249;PA4261;PA2976;PA4263;PA4937;PA4935	PA5553
92	PA1179;PA3584;PA0523;PA3181;PA0524;PA0106;PA3568;PA3194;PA3232;PA3364;PA0887;PA3582;PA4290;PA3195;PA0108;PA1180;PA3183	PA4443;PA4193;PA3446;PA2512;PA3938;PA4442;PA2981;PA1317;PA0281;PA2086;PA2083;PA3937;PA4192;PA1838;PA0280;PA0283;PA3672;PA0282;PA2204;PA3449;PA5139;PA1318
93	PA1871;PA2367;PA1249;PA0105;PA1092;PA1342;PA0175;PA2232;PA3068;PA4687;PA2369;PA1930;PA0523;PA2366;PA2371;PA2370;PA1135;PA2290;PA1585;PA3250;PA0179;PA2623;PA2373;PA2360;PA0524;PA2368;PA2365;PA2573;PA0704	PA3097;PA4230;PA3584;PA4208;PA0579;PA4228;PA4207;PA5035
94	PA1809;PA4236;PA4941;PA4416;PA4415;PA3820;PA3861;PA4442;PA4217;PA1555;PA4272;PA4412;PA0281;PA1584;PA2019;PA1556;PA3686;PA4410;PA1493;PA1810;PA4271;PA4417;PA4418;PA4385;PA4414;PA4431;PA2555;PA2649;PA2013;PA4430;PA1806;PA4411;PA5119;PA5076	PA3476;PA1179;PA2003;PA0523;PA3035;PA1502;PA0524;PA2513;PA1927;PA2412;PA2514;PA2408;PA2512;PA4470;PA1180;PA1310
95	PA2507;PA2711;PA2003;PA0231;PA2080;PA4091;PA1317;PA0228;PA0226;PA0227;PA2513;PA2509;PA4226;PA2081;PA2682;PA2514;PA1319;PA2508;PA2512;PA2232;PA1180	PA4211;PA3382;PA3516;PA0347;PA4209;PA4217;PA3378;PA3377;PA3319;PA4909;PA1905;PA4351;PA1904;PA2887;PA0500;PA5082;PA2444;PA4205;PA3517;PA3383;PA1903;PA0203;PA4207
96	PA4706;PA4230;PA4470;PA2413;PA4708;PA2531;PA2412;PA4226;PA2390;PA4158;PA2408;PA4228;PA2407;PA2389;PA2409;PA4707;PA4159;PA4231	PA0228;PA4236;PA2644;PA2512;PA4810;PA2638;PA1174;PA4761;PA2513;PA4351;PA4880;PA1173;PA4811;PA5445;PA2507;PA0227;PA4333;PA2508;PA2641;PA2444;PA2514;PA4205;PA2637;PA1787;PA3531;PA2649;PA4206;PA2640;PA3524;PA5415;PA4812;PA2645;PA1562;PA2647;PA4207
97	PA0997;PA4225;PA4211;PA3187;PA2906;PA0998;PA4130;PA2408;PA2371;PA4226;PA4228;PA3314;PA0996;PA1000;PA2412;PA4231;PA0999;PA4230;PA4224;PA1001;PA4133;PA2407;PA2409	PA3914;PA3584;PA1920;PA3870;PA0878;PA0523;PA3872;PA0524;PA3392;PA1421;PA5541;PA1602;PA0242;PA3877;PA3875;PA5539;PA3876;PA3874;PA5538;PA4980;PA4977
98	PA4225;PA4706;PA2413;PA3600;PA2408;PA4688;PA4226;PA4228;PA2389;PA4707;PA2412;PA4158;PA4708;PA4470;PA5217;PA4231;PA4230;PA4513;PA4224;PA3601;PA2407;PA4159;PA2409	PA1179;PA0523;PA0524;PA3531;PA3194;PA3392;PA0441;PA4236;PA4812;PA4811;PA3333
99	PA4201;PA4193;PA0206;PA4202;PA0204;PA1092;PA3252	PA2265;PA5445;PA2947;PA2362;PA2367;PA5140;PA2371;PA3187;PA3601;PA3742;PA3600;PA2412;PA2368;PA2363;PA2445;PA2442;PA2373;PA2370;PA2389;PA2443
100	PA1874;PA1871;PA4208;PA3719;PA0106;PA3415;PA3417;PA3721;PA3416;PA2570;PA3352;PA0105;PA1092;PA0113;PA0107;PA0872;PA1095;PA1930;PA3584;PA1174;PA4309;PA2445;PA3418;PA1464;PA2247;PA3724;PA1094;PA3351;PA0865;PA4205;PA2566;PA4206;PA4207;PA2573;PA0108	PA2948;PA3925;PA1557;PA4483;PA0295;PA4389
101	PA3553;PA1249;PA4810;PA3559;PA1179;PA3552;PA4774;PA3557;PA3556;PA4456;PA4773;PA4811;PA1180;PA4777;PA3554;PA3555;PA4010;PA3148;PA4776;PA3558;PA4455;PA4454;PA4812	PA2913;PA4110;PA5471;PA4217
102	PA1274;PA3609;PA1277;PA3642;PA3608;PA1281;PA4645;PA1276;PA3607;PA1534;PA3713;PA1638;PA2969	PA0747;PA2015;PA1174;PA1905;PA2009;PA4502;PA3250;PA4500;PA0179;PA5415;PA1904;PA3418;PA3337;PA4211;PA2573;PA0108;PA3570;PA2550
103	PA0245;PA3446;PA0227;PA2569;PA3121;PA4110	PA2652;PA5093;PA4307;PA4225;PA5096;PA4310;PA4230;PA4224;PA1338;PA4911;PA1080;PA4309;PA4226;PA4228;PA1104;PA0175;PA5435;PA4231;PA1079
104	PA3553;PA2446;PA1984;PA3559;PA1179;PA3552;PA4774;PA3557;PA2009;PA2445;PA2007;PA3556;PA4773;PA4777;PA3554;PA3555;PA4189;PA4010;PA2444;PA2685;PA3558;PA5415;PA4188;PA4211	PA0228;PA4125;PA4180;PA3582;PA2512;PA4138;PA5508;PA3584;PA3579;PA4128;PA2513;PA4123;PA4152;PA4121;PA2507;PA4163;PA0227;PA4122;PA4158;PA2514;PA4470;PA4127;PA4153;PA4133;PA4124
105	PA0768;PA4433;PA3097;PA4246;PA1589;PA0650;PA4069;PA2612;PA1459;PA2623;PA2976;PA4865;PA4232;PA4751;PA2742;PA1726;PA3170	PA1668;PA2981;PA4771
106	PA3584;PA4771;PA1927;PA1602;PA3582;PA5172;PA5304	PA3187;PA1694;PA1249;PA1717;PA1690;PA1697;PA1725;PA1072;PA1696;PA1693;PA1719;PA1701;PA1695;PA1000;PA1723;PA1703;PA1691;PA1698;PA1722;PA4973;PA1724;PA1716;PA1073;PA1692
107	PA4051;PA4193;PA4192;PA2018;PA0102;PA4194;PA2019;PA4195;PA4969	PA3151;PA3159;PA4310;PA3148;PA4503;PA4502;PA4500;PA3152;PA4504;PA2321;PA2444;PA4506;PA3158;PA3526;PA2637
108	PA0747;PA2553;PA4236;PA2446;PA2195;PA1249;PA2815;PA3172;PA5172;PA3171;PA0175;PA2232;PA2003;PA0178;PA1174;PA3477;PA0195;PA0176;PA5058;PA5171;PA5025;PA0179;PA2250;PA1247;PA0177;PA2194;PA5173;PA1562;PA2573	PA3584;PA1946;PA1856;PA4500;PA0887;PA4290;PA5445
109	PA4443;PA3446;PA4251;PA4238;PA3745;PA4442;PA4260;PA4272;PA3656;PA4748;PA0281;PA4254;PA1838;PA0280;PA4253;PA0283;PA3444;PA3183;PA2204;PA3181;PA3742;PA1660	PA3628;PA2144;PA0844;PA3721;PA2682;PA3236;PA2512;PA5378;PA2513;PA2509;PA2164;PA5417;PA5379;PA3629;PA2507;PA2147;PA5419;PA2508;PA4172;PA2514;PA1982;PA5416;PA1421;PA5420;PA5421;PA5415;PA5418
110	PA4246;PA4007;PA1583;PA4259;PA4740;PA4251;PA4848;PA3834;PA3745;PA4269;PA2744;PA3637;PA0934;PA4260;PA4433;PA1581;PA3584;PA4257;PA4256;PA4761;PA5570;PA4272;PA4748;PA4254;PA4274;PA3001;PA4267;PA4239;PA4264;PA4262;PA0579;PA4563;PA5557;PA1582;PA4253;PA4255;PA4271;PA4273;PA4247;PA4248;PA4385;PA1588;PA4258;PA4670;PA0887;PA1010;PA4261;PA2976;PA5554;PA1794;PA4935	PA1268;PA3910;PA4351;PA1303;PA0678;PA3383;PA2022;PA3361;PA4812;PA0347;PA4810;PA4811
111	PA3642;PA3310;PA2950;PA0968;PA3643;PA0293;PA1534;PA1552;PA5131;PA1609;PA2968;PA3821;PA5174;PA3820;PA0668;PA3735;PA3861	PA1871;PA4211;PA0177;PA2366;PA3254;PA1174;PA1555;PA1905;PA1902;PA3250;PA0704;PA5354;PA1904;PA1173;PA1903;PA5172;PA1556;PA3478;PA5355
112	PA4088;PA4804;PA2473;PA4158;PA4144;PA3252	PA1586;PA3666;PA5163;PA4251;PA4464;PA3352;PA4250;PA1457;PA5315;PA2742;PA4260;PA4433;PA0098;PA1589;PA2638;PA1580;PA3656;PA3361;PA4274;PA5499;PA4751;PA0579;PA4563;PA3351;PA1543;PA1588;PA4568;PA3162;PA0336;PA4258;PA1587;PA3742;PA4252;PA4263;PA2741
113	PA0945;PA3651;PA5560;PA4276;PA3745;PA2969;PA4433;PA4432;PA3807;PA4272;PA4264;PA0579;PA4563;PA2629;PA4932;PA5568;PA4248;PA2584;PA4569;PA0654;PA3742;PA4249;PA3821;PA3822	PA4211;PA4208;PA1902;PA4130;PA0051;PA4209;PA4217;PA0132;PA1657;PA1555;PA3361;PA1904;PA1556;PA3478;PA0130;PA4470;PA3333;PA4205;PA3479;PA1901;PA4206;PA1658;PA4133;PA1903;PA1905;PA4207
114	PA3609;PA3607;PA4771;PA3608;PA3452;PA4645;PA3560;PA3610;PA2903;PA1319;PA4812;PA1320;PA1279;PA4839;PA2253;PA4810;PA4811;PA4688	PA4443;PA3442;PA3446;PA3935;PA3931;PA3938;PA4217;PA0107;PA1930;PA1905;PA4502;PA0196;PA3443;PA1904;PA3418;PA5100;PA0195;PA3937;PA3570;PA4192;PA1838;PA3444;PA3333;PA1247;PA2204;PA3445;PA2015;PA2555;PA4211;PA2573;PA5035
115	PA4163;PA4880;PA4125;PA4180;PA2152;PA2815;PA4123;PA5100;PA1562;PA4124;PA4121;PA5106	PA0997;PA3870;PA4193;PA3553;PA3446;PA3452;PA1661;PA4211;PA0998;PA1902;PA1694;PA3366;PA3559;PA1002;PA1179;PA3552;PA3557;PA4073;PA3364;PA3556;PA1904;PA1696;PA4773;PA0996;PA1180;PA1693;PA3554;PA1719;PA3914;PA4189;PA1701;PA3555;PA1000;PA1024;PA3444;PA1716;PA3872;PA0999;PA3476;PA1722;PA0524;PA3558;PA1001;PA1903;PA1905;PA1692
116	PA1798;PA4804;PA4414;PA2059;PA5176;PA0219;PA5297;PA0660;PA5369;PA2857;PA5394	PA2652;PA0895;PA5162;PA0896;PA3361;PA0242;PA0901;PA4068;PA0609;PA0897;PA0899
117	PA2340;PA3415;PA5439;PA4027;PA3417;PA3351;PA4901;PA3416;PA1463;PA3418;PA3316;PA3350;PA1443;PA3814;PA5106	PA5559;PA4031;PA5316;PA5560;PA4868;PA0430;PA3832;PA2970;PA5570;PA1580;PA3163;PA1584;PA2616;PA0432;PA5051;PA5557;PA1582;PA4932;PA0963;PA1156;PA3742;PA4670
118	PA1694;PA4125;PA1717;PA1690;PA1697;PA1725;PA4123;PA1696;PA4121;PA1693;PA1719;PA1701;PA1695;PA4122;PA1723;PA1703;PA1691;PA1698;PA1722;PA1724;PA1716;PA1692	PA2008;PA3366;PA3364
119	PA0997;PA4193;PA3553;PA0998;PA4130;PA2195;PA2105;PA3559;PA1002;PA1179;PA3552;PA4774;PA2193;PA1555;PA3557;PA3556;PA4773;PA2104;PA0996;PA4777;PA1180;PA3554;PA3555;PA1000;PA4776;PA4194;PA3333;PA0999;PA4973;PA2194;PA3531;PA3558;PA3120;PA4454;PA0920;PA1001;PA4133;PA4211	PA3584;PA0523;PA1260;PA0524;PA1421;PA3392;PA1254;PA3582;PA4687;PA5217;PA1256
120	PA5427;PA4235;PA4236;PA0518;PA1049;PA5172;PA0519;PA0523;PA2193;PA1557;PA1555;PA3877;PA5230;PA1556;PA5171;PA1561;PA3337;PA0835;PA5497;PA2194;PA0836;PA0295;PA5173;PA2195;PA5304	PA3929;PA3930
121	PA0083;PA2536;PA0085;PA1024;PA3364;PA1584;PA3366;PA4217	PA4706;PA4230;PA4470;PA2413;PA4708;PA2412;PA4226;PA2390;PA4158;PA2408;PA3541;PA4228;PA2407;PA2389;PA2409;PA4707;PA3547
122	PA2553;PA3156;PA2248;PA2446;PA1070;PA1984;PA5452;PA3151;PA2008;PA1071;PA2009;PA1072;PA2445;PA1074;PA2442;PA5100;PA3155;PA2443;PA3159;PA2247;PA5154;PA5152;PA3148;PA1338;PA2014;PA3232;PA2249;PA2250;PA2444;PA0865;PA3158;PA2015;PA2555;PA3568;PA3152;PA5155;PA2000;PA5415;PA0887;PA1999;PA4290;PA1073;PA5153	PA0998;PA1217;PA1249;PA5508;PA3562;PA0523;PA4774;PA0480;PA1904;PA4773;PA3478;PA4777;PA3724;PA3876;PA3479;PA0999;PA3476;PA0524;PA1659;PA3560;PA4211;PA4307
123	PA4230;PA4225;PA3584;PA4687;PA4224;PA4226;PA4759;PA4228;PA3582;PA4708;PA4470;PA4231	PA3540;PA2445;PA3541;PA0130;PA3547;PA3545
124	PA0244	PA5163;PA4740;PA4251;PA4464;PA0430;PA1457;PA5164;PA5366;PA1584;PA4254;PA3001;PA4245;PA5243;PA0432;PA4500;PA4255;PA3213;PA4776;PA4453;PA1588;PA0336;PA4252;PA5161;PA4241;PA5153
125	PA2340;PA3476;PA1518;PA3512;PA0204;PA0202;PA0011;PA5388	PA2584;PA1823;PA3088;PA3344;PA0552;PA2444;PA2105
126	PA4260;PA4433;PA2584;PA2970;PA4563;PA3742;PA4429;PA4276;PA3537;PA4670;PA4430;PA3803;PA3820;PA5568;PA2969	PA1874;PA3446;PA0106;PA3935;PA0105;PA1092;PA3938;PA0361;PA0113;PA0107;PA4909;PA3443;PA3252;PA3937;PA0176;PA3250;PA0283;PA0897;PA3444;PA0112;PA4496;PA3445;PA0108
127	PA1375;PA4443;PA3446;PA0342;PA1838;PA3735;PA4333;PA0283;PA3182;PA2828;PA3938;PA4442;PA3183;PA5508	PA5106;PA0153;PA5096;PA5098;PA1905;PA1904;PA3877;PA5100;PA1903;PA4211;PA4209;PA4217
128	PA1447;PA1078;PA1179;PA4193;PA3083;PA1100;PA1458	PA0504;PA0085;PA5453;PA0002;PA3111;PA5373;PA3437;PA3169;PA5516;PA4417;PA0112
129	PA3151;PA3159;PA3148;PA4548;PA5310;PA3152;PA4351;PA2570;PA3155;PA3158	PA3553;PA0228;PA1902;PA1614;PA1694;PA1984;PA1092;PA1717;PA3559;PA1087;PA4217;PA2008;PA1095;PA3552;PA0523;PA4774;PA3557;PA1417;PA2009;PA2007;PA3556;PA1904;PA1696;PA4773;PA4777;PA1693;PA3554;PA3555;PA1701;PA1695;PA1094;PA1024;PA1723;PA0130;PA0865;PA3333;PA1691;PA1698;PA0524;PA1421;PA3558;PA0230;PA1903;PA1086;PA1692
130	PA2008;PA2009;PA2000;PA2446;PA1319;PA2007;PA1318;PA1320;PA2442;PA2444;PA2445	PA4038;PA4089;PA0510;PA3872;PA0524;PA1856;PA3392;PA3601;PA5541;PA0685;PA3600;PA4065;PA1923;PA4064;PA5539;PA4037;PA3874;PA5538
131	PA4385;PA4918;PA3181;PA5046;PA4761;PA3820;PA2013;PA3742;PA4069;PA2248;PA2968;PA5174;PA2019;PA1073;PA4110	PA1874;PA1871;PA1661;PA4208;PA4211;PA1902;PA2329;PA2570;PA1249;PA4217;PA0180;PA2163;PA3477;PA3361;PA1904;PA3478;PA2160;PA3724;PA3250;PA4205;PA3479;PA1901;PA4206;PA1658;PA0263;PA2365;PA1903;PA1905;PA4207
132	PA4230;PA4613;PA0524;PA4912;PA0325;PA0749;PA4125;PA3516	PA3555;PA2981;PA3156;PA0679;PA3506;PA2018;PA2412;PA1602;PA3374;PA2104;PA2408;PA0130;PA2012;PA3498;PA2105
133	PA3476;PA3486;PA3724;PA3477;PA2513;PA4880;PA3364;PA2514;PA0263;PA2682;PA0143;PA2815;PA3475;PA3105;PA2512;PA3101;PA3479	PA4193;PA3553;PA3446;PA4217;PA2295;PA3552;PA3557;PA4761;PA3877;PA4773;PA5445;PA3874;PA1556;PA4777;PA3554;PA1701;PA4192;PA3232;PA3876;PA4194;PA3875;PA3872;PA4195;PA4205;PA3558;PA4206;PA0887;PA4290;PA4207;PA1073
134	PA4211;PA0153;PA3584;PA4774;PA5171;PA3333;PA1901;PA1224;PA1905;PA1902;PA4351;PA2570;PA3361;PA1904;PA2813;PA3582;PA1903;PA5172;PA3478;PA3479;PA4217	PA5353;PA3187;PA3751;PA2446;PA5415;PA5354;PA2445;PA0603;PA2444;PA5355
135	PA3159;PA0231;PA2857;PA3506;PA0424;PA3158	PA1737;PA0353;PA2008;PA5142;PA0296;PA3088;PA5069;PA2009;PA1000;PA5237;PA1101;PA4316;PA5443;PA0865;PA5435
136	PA2711;PA3607;PA4259;PA0403;PA4251;PA4249;PA4261;PA4264;PA4865	PA2947;PA2981;PA2160;PA2147;PA2144;PA2413;PA3384;PA4351;PA2412;PA3372;PA1384;PA3498;PA3379;PA5497
137	PA4588;PA5010;PA2947;PA2944;PA1867;PA4594;PA2673;PA3315;PA2675;PA1810;PA4911;PA1584;PA1104;PA3028	PA3607;PA5074;PA3187;PA5177;PA1272;PA1105;PA3475;PA2407;PA5076;PA0036;PA1799;PA1375;PA3170
138	PA4225;PA3181;PA4771;PA2444;PA3187;PA2443;PA2446;PA5415;PA2445;PA3582;PA2442;PA3182;PA3193;PA3195;PA2382;PA3183;PA5508	PA0997;PA5096;PA0998;PA4912;PA4130;PA4125;PA3516;PA3523;PA4138;PA4217;PA4128;PA0196;PA4123;PA4152;PA5100;PA0195;PA4121;PA0996;PA5098;PA4091;PA4163;PA1976;PA1000;PA4122;PA1927;PA5095;PA1501;PA1982;PA3121;PA0999;PA4127;PA5093;PA1001;PA4133;PA4124;PA5106
139	PA4225;PA4230;PA4513;PA4224;PA4470;PA2413;PA3601;PA3600;PA2412;PA4226;PA2408;PA4228;PA4231;PA4708;PA4687;PA5217;PA4688	PA4208;PA0228;PA4130;PA2446;PA1217;PA2512;PA3366;PA0132;PA0523;PA4774;PA1946;PA5302;PA2513;PA4504;PA2445;PA5100;PA4773;PA3570;PA2011;PA2507;PA2014;PA1927;PA2444;PA2514;PA4205;PA3531;PA2015;PA0524;PA3558;PA4206;PA2000;PA1999;PA4207;PA3569
140	PA0083;PA0087;PA0084;PA0085;PA4482	PA1694;PA1717;PA1690;PA1697;PA1725;PA4123;PA1696;PA4121;PA1693;PA1719;PA1701;PA1695;PA4122;PA1723;PA1703;PA1691;PA1722;PA1698;PA3120;PA1724;PA1716;PA4124;PA1692
141	PA3151;PA3159;PA1095;PA4918;PA3156;PA3148;PA1094;PA3152;PA2105;PA3294;PA1092;PA2739;PA3155;PA1086;PA3498;PA2104;PA3158;PA1087	PA0254;PA4771
142	PA3554;PA3555;PA1179;PA3552;PA4774;PA3553;PA3557;PA0265;PA3558;PA1927;PA0266;PA3361;PA3556;PA5429;PA4776;PA4211;PA4777;PA4773;PA1180;PA3559	PA3187;PA0106;PA3582;PA3195;PA5435;PA2008;PA0523;PA3392;PA2009;PA2007;PA3182;PA1260;PA2323;PA0865;PA2321;PA3183;PA2862;PA0524;PA3181;PA3194;PA2000;PA1999;PA3193
143	PA4225;PA0747;PA2944;PA3553;PA2553;PA4130;PA2248;PA1984;PA3559;PA0872;PA2008;PA1179;PA3552;PA2003;PA2009;PA4226;PA2007;PA4228;PA2012;PA5100;PA4773;PA1180;PA2011;PA5098;PA3554;PA3570;PA2247;PA2014;PA2249;PA2250;PA0865;PA4231;PA4230;PA2555;PA4224;PA2013;PA2000;PA4133;PA1999;PA1905;PA3569;PA5106	PA3584;PA0024;PA4771;PA3452;PA3579;PA3601;PA3236;PA3582;PA3182;PA4749
144	PA5372;PA5379;PA3629;PA0997;PA0999;PA0098;PA3628;PA5420;PA0998;PA5415;PA0896;PA2813;PA2811;PA0174;PA0193;PA2357;PA0996	PA4433;PA0510;PA0524;PA3187;PA1927;PA1070;PA4470
145	PA4189;PA3377;PA3584;PA3374;PA0678;PA1254;PA3383;PA5143;PA3582;PA0958;PA1532	PA5010;PA4740;PA3088;PA2810;PA3361;PA0927;PA0102;PA3725;PA4114;PA1124
146	PA2652;PA4310;PA3352;PA1092;PA3526;PA1095;PA1179;PA1078;PA4761;PA2513;PA1080;PA4309;PA3713;PA5417;PA1079;PA5379;PA4163;PA1094;PA4633;PA5419;PA4385;PA4918;PA5420;PA4729;PA1077;PA1081;PA5072;PA4919;PA4307;PA5272	PA4973;PA4073;PA4880;PA3361;PA2815;PA3929;PA3930;PA4110
147	PA1657;PA3584;PA1179;PA5098;PA1421;PA3579;PA0604;PA4351;PA5092;PA5095;PA0605;PA3582;PA5100;PA5106;PA4217	PA4443;PA0997;PA4225;PA1756;PA3187;PA0998;PA1984;PA3236;PA3195;PA4442;PA1002;PA2008;PA2009;PA4226;PA0281;PA4228;PA2007;PA3182;PA4773;PA0996;PA5379;PA4192;PA1838;PA0280;PA1000;PA0283;PA0865;PA4231;PA0999;PA4230;PA3194;PA2000;PA1001;PA3193
148	PA3553;PA1694;PA2408;PA1717;PA2105;PA3559;PA1179;PA3552;PA4774;PA3557;PA1690;PA1697;PA1725;PA3556;PA1696;PA4773;PA1180;PA1693;PA4777;PA3554;PA1719;PA3555;PA1701;PA1695;PA1723;PA4776;PA1703;PA1691;PA1722;PA1698;PA3558;PA1724;PA1716;PA1692	PA1421;PA4771;PA0849;PA0293;PA4209;PA4217
149	PA5368;PA0844;PA0685;PA0678;PA3382;PA1254;PA2022;PA0347;PA2105;PA0677;PA4209;PA1256;PA1258;PA3378;PA3375;PA3377;PA1856;PA5366;PA3100;PA3319;PA4351;PA3296;PA3478;PA3379;PA1260;PA3384;PA5367;PA3374;PA5369;PA3479;PA3910;PA0679;PA3383;PA3380	PA2512;PA4761;PA2513;PA2509;PA2514;PA5304
150	PA2339;PA0223;PA3513;PA1552;PA0010;PA2035;PA0203;PA4418;PA2857;PA1124	PA3639;PA2584;PA4189;PA0363;PA5202;PA2858;PA4988;PA2654;PA3590;PA3406;PA0749;PA1101;PA4730;PA0035;PA0552;PA0195;PA4280;PA4676;PA5072
151	PA5353;PA3187;PA4565;PA2809;PA5354;PA3777;PA1326;PA0766;PA3183;PA5355	PA0872;PA2008;PA5372;PA0997;PA1515;PA0878;PA4771;PA2009;PA5373;PA3522;PA2000;PA4226;PA0879;PA4109;PA2007;PA3523;PA0130;PA0897;PA0865;PA4307
152	PA2892;PA1661;PA0851;PA4224;PA2570;PA4284;PA3095	PA0300;PA3584;PA3013;PA4758;PA0524;PA0009;PA0954;PA1580;PA5560;PA1582;PA4430;PA2321;PA3832;PA1320;PA0609;PA5554;PA1794;PA0750;PA0519;PA0662
153	PA1646;PA3628;PA5377;PA0844;PA4911;PA3236;PA0582;PA0583;PA5372;PA5378;PA4909;PA4880;PA2416;PA4786;PA5417;PA5379;PA3629;PA5419;PA5416;PA4908;PA5420;PA5421;PA5415;PA5376;PA5418	PA3378;PA3097;PA2944;PA3379
154	PA2639;PA2969;PA5316;PA3636;PA4429;PA0590;PA4415;PA5516;PA4006;PA1049;PA4159;PA1794;PA2647;PA2645;PA5332;PA2637	PA4284;PA4687;PA2711;PA4956;PA2976
155	PA1382;PA3131;PA2105;PA5176;PA0749;PA1534;PA3745;PA1384;PA2104;PA1375;PA2103	PA0768;PA0083;PA0157;PA5164;PA4946;PA4988;PA1683;PA2343;PA4430;PA3373;PA3361;PA4375;PA3480;PA5553;PA3314
156	PA3476;PA1095;PA3584;PA3910;PA3579;PA1094;PA3384;PA0844;PA3383;PA1602;PA3382;PA3372;PA3929;PA3582;PA1092;PA1086;PA4939;PA1003;PA3379;PA1087	PA4193;PA4192;PA4195;PA1224;PA0782;PA4024;PA2000;PA5304;PA3361;PA1140;PA4194;PA2232;PA1556;PA0865
