feature	positive_signature	negative_signature
77	PA4973;PA3929;PA3930	PA0510;PA4225;PA1920;PA5427;PA0518;PA1662;PA1049;PA5172;PA0519;PA1657;PA0523;PA2193;PA1557;PA1555;PA4351;PA4226;PA3877;PA5230;PA1556;PA5171;PA1561;PA3337;PA1656;PA5497;PA4230;PA2194;PA0524;PA0836;PA0295;PA5173
78	PA1871;PA2367;PA2553;PA5427;PA3417;PA4236;PA1902;PA2248;PA4130;PA3416;PA1562;PA2815;PA1092;PA5172;PA0175;PA4217;PA0872;PA2008;PA0180;PA1930;PA2366;PA0178;PA1174;PA1905;PA2009;PA4207;PA1904;PA2445;PA3418;PA1173;PA1135;PA1556;PA1432;PA0176;PA2247;PA5058;PA5171;PA1094;PA4027;PA0179;PA2250;PA4205;PA0177;PA1901;PA4206;PA5173;PA1903;PA4211;PA2573;PA5304;PA5355	PA3554;PA3552;PA4774;PA1856;PA3540;PA3603;PA3556;PA4773
79	PA4733;PA0106;PA3187;PA1070;PA1984;PA0105;PA1342;PA5452;PA0107;PA3300;PA4502;PA1072;PA2012;PA1340;PA1338;PA2014;PA2323;PA1341;PA4973;PA2862;PA2013;PA5453;PA1073;PA1326;PA3569	PA4225;PA0082;PA0095;PA0077;PA0088;PA0079;PA0782;PA0078;PA3582;PA0080;PA5508;PA3584;PA4771;PA3579;PA4226;PA4123;PA0090;PA4228;PA4121;PA0075;PA0091;PA0089;PA4122;PA0084;PA0072;PA0085;PA0073;PA0074;PA3875;PA0087;PA4231;PA0083;PA2685;PA4230;PA2536;PA4224;PA0081
80	PA3476;PA1095;PA4163;PA3486;PA2193;PA1094;PA4500;PA1249;PA1092;PA1087	PA3151;PA4051;PA4193;PA4192;PA1224;PA3361;PA2232;PA3350;PA4195;PA4194
81	PA3028;PA2811;PA0662;PA3004	PA4038;PA4193;PA0325;PA3935;PA4037;PA4089;PA0523;PA2596;PA3392;PA3443;PA3877;PA3874;PA4980;PA3914;PA4192;PA3936;PA3876;PA3875;PA3872;PA0524;PA3449;PA0222
82	PA3148;PA3181;PA5435;PA4688	PA4193;PA3446;PA2413;PA2446;PA3931;PA2408;PA2310;PA2512;PA0523;PA1856;PA2513;PA3443;PA2691;PA2390;PA0281;PA2389;PA3937;PA4192;PA2531;PA2412;PA3444;PA2444;PA2514;PA4470;PA4194;PA4205;PA0524;PA2407;PA2409;PA4207
83	PA2389;PA4706;PA2413;PA2531;PA2412;PA2390;PA2408;PA1984;PA2407;PA4708;PA2409;PA4470	PA1787;PA1174;PA0228;PA4333;PA4430;PA4812;PA1173;PA1562;PA3333
84	PA5379;PA2634;PA3568;PA1976;PA4909;PA3417;PA5420;PA2513;PA5421;PA2514;PA0887;PA0387;PA1984;PA1982;PA4290;PA3316;PA2512;PA5445;PA5416	PA3378;PA4758;PA3377;PA3910;PA5436;PA3319;PA3384;PA0678;PA3382;PA5297;PA3217;PA0686;PA5369;PA3383;PA3380;PA3195
85	PA0945;PA1554;PA0363;PA2828;PA0350;PA5508;PA0501;PA5302;PA0421;PA2019;PA3030;PA0944;PA2018;PA4042;PA2545;PA3310;PA4569;PA4455;PA3643;PA4729;PA5131;PA3821;PA4730;PA5304	PA1657;PA4208;PA1659;PA1555;PA1905;PA3600;PA5173;PA1904;PA1903;PA5172;PA1660;PA1556;PA3478;PA3479;PA4207
86	PA0997;PA0998;PA1694;PA1717;PA1690;PA1697;PA1725;PA4123;PA1696;PA4121;PA0996;PA1693;PA1719;PA1701;PA1695;PA1000;PA4122;PA1723;PA1703;PA0999;PA3476;PA1691;PA1722;PA1698;PA1724;PA1001;PA1716;PA1692	PA5541;PA4065;PA2445;PA1923;PA2442;PA4064;PA2444;PA4290;PA5538
87	PA4568;PA2570;PA5429;PA4263;PA4264;PA3366	PA0510;PA0025;PA3013;PA4193;PA0523;PA1856;PA0024;PA0524;PA2413;PA3392;PA3600;PA2412;PA2691;PA1249;PA0518;PA4470;PA0519
88	PA1179;PA3552;PA4193;PA1701;PA2446;PA3569;PA5415;PA2445;PA2442;PA2444;PA2232;PA2443;PA1180;PA5098	PA3562;PA2685;PA2891;PA3719;PA0098;PA1421;PA2903;PA0084;PA0782;PA1927;PA1602;PA0085;PA0078;PA0080;PA0074;PA5304;PA5508
89	PA5357;PA2584;PA2217;PA4671;PA1976;PA4861;PA3232;PA0686;PA4885;PA1984;PA0958;PA1598;PA1982;PA2518;PA0222	PA3666;PA0432;PA5140;PA1631;PA3088;PA5012;PA4234;PA4454;PA3004;PA0281;PA3526
90	PA4695;PA4443;PA4225;PA2599;PA3442;PA3446;PA4251;PA3931;PA2594;PA3820;PA4442;PA4688;PA4226;PA0281;PA4228;PA3937;PA2062;PA4694;PA1838;PA0280;PA1927;PA0283;PA3117;PA3444;PA2598;PA1341;PA5504;PA0316;PA3792;PA2204;PA4230;PA3445;PA4973;PA4224	PA0232;PA0231;PA2553;PA0228;PA0226;PA2682;PA3236;PA2512;PA3366;PA1174;PA2513;PA3364;PA2509;PA4899;PA2012;PA4152;PA5417;PA2011;PA3570;PA2507;PA0447;PA0227;PA2014;PA5419;PA2508;PA1982;PA2514;PA4969;PA5416;PA3531;PA2555;PA5420;PA2013;PA5421;PA2000;PA0230;PA1999;PA3569
91	PA4089;PA2674;PA3896;PA4865;PA4908	PA4741;PA1583;PA5316;PA5242;PA0002;PA4944;PA4464;PA4406;PA1581;PA4433;PA1505;PA4257;PA5277;PA2970;PA2638;PA5570;PA1580;PA4272;PA1552;PA3656;PA1584;PA5337;PA4254;PA4242;PA5013;PA4239;PA4751;PA4262;PA1770;PA4245;PA3629;PA2616;PA5243;PA0579;PA4563;PA1582;PA0555;PA4255;PA3348;PA4425;PA4244;PA4273;PA2796;PA4247;PA3814;PA4248;PA1588;PA2634;PA3162;PA0336;PA4258;PA4252;PA4671;PA4249;PA5161;PA1010;PA4241;PA2741
92	PA1667;PA0997;PA2592;PA1661;PA1871;PA4211;PA0998;PA1902;PA4130;PA2195;PA1249;PA4209;PA4217;PA1002;PA1657;PA3100;PA2193;PA3477;PA4226;PA3361;PA1904;PA2587;PA3478;PA1432;PA0996;PA3724;PA1000;PA1656;PA3333;PA3479;PA0999;PA3476;PA4230;PA2194;PA1130;PA1901;PA1659;PA1658;PA1668;PA1001;PA4133;PA1903;PA3475;PA1905;PA0143;PA1660	PA4973;PA1927
93	PA1095;PA3584;PA5302;PA2555;PA1317;PA1094;PA1319;PA1318;PA1092;PA3582;PA1320;PA0934;PA1321;PA1086;PA1087	PA2438;PA5498;PA3600;PA3236;PA5539;PA5501;PA5538;PA1923;PA2912;PA5499;PA5417;PA2913;PA5379;PA4588;PA5500;PA1927;PA2914;PA4064;PA5416;PA5420;PA3601;PA5541;PA5421;PA4065;PA5418
94	PA0895;PA2948;PA1277;PA2944;PA1276;PA4069;PA2904;PA5429;PA4068;PA4687;PA3356	PA3553;PA3187;PA0228;PA3195;PA5435;PA3559;PA0777;PA1657;PA1179;PA3552;PA4774;PA3557;PA3822;PA3556;PA4456;PA3182;PA4773;PA1180;PA4777;PA5098;PA3554;PA3555;PA4588;PA5353;PA0227;PA4696;PA0130;PA1656;PA4776;PA3183;PA3181;PA3531;PA3558;PA3194;PA4207;PA2263;PA3193;PA5106
95	PA4910;PA3553;PA4912;PA4911;PA2682;PA3516;PA3236;PA0602;PA1179;PA3552;PA4774;PA2509;PA4913;PA4773;PA1180;PA3554;PA5379;PA2507;PA2508;PA3121;PA5420;PA3558	PA1871;PA0997;PA4208;PA4211;PA0998;PA1902;PA4217;PA0872;PA2008;PA4771;PA5302;PA0870;PA2009;PA1904;PA2007;PA0750;PA0865;PA4205;PA0999;PA1901;PA4206;PA2000;PA1001;PA1999;PA1903;PA5161;PA1905;PA5304;PA4207
96	PA1874;PA1871;PA4733;PA0106;PA3415;PA3721;PA4130;PA2248;PA2570;PA0105;PA2232;PA0107;PA0872;PA1179;PA2009;PA3361;PA3418;PA1135;PA2247;PA3724;PA2250;PA0865;PA3568;PA2566;PA4290;PA2573;PA0108	PA4443;PA2584;PA4741;PA0579;PA1317;PA4670;PA5568;PA0281;PA4750;PA4442;PA5508
97	PA4163;PA5171;PA3568;PA5173;PA5172;PA1982	PA4443;PA4225;PA2204;PA2685;PA4192;PA3446;PA1756;PA1856;PA1838;PA0280;PA4230;PA4224;PA3931;PA2570;PA4226;PA0281;PA3236;PA4228;PA0283;PA4442;PA4231
98	PA0132;PA0524;PA0523;PA3392;PA4880;PA0179	PA2308;PA4706;PA2413;PA2531;PA2412;PA2514;PA4707;PA2408;PA2409;PA0602;PA4708;PA2512;PA4470
99	PA3159;PA2742;PA3181;PA3162;PA3187;PA3194;PA4206;PA2629;PA4205;PA3195;PA3183;PA2155;PA3182;PA2263;PA3193;PA2264;PA2105;PA2321;PA2261	PA4225;PA1871;PA3651;PA4230;PA4224;PA5500;PA4055;PA4351;PA4226;PA4228;PA4231
100	PA1002;PA0999;PA3476;PA0997;PA2592;PA2193;PA3724;PA0998;PA3477;PA1000;PA2412;PA3104;PA1432;PA1001;PA2587;PA0143;PA1003;PA0996	PA3584;PA3552;PA4774;PA3553;PA2634;PA1317;PA0196;PA1024;PA1318;PA3582;PA0195;PA1140;PA1320;PA4773;PA4777;PA4110
101	PA3629	PA4088;PA4038;PA4089;PA3914;PA1146;PA3589;PA3449;PA5541;PA0324;PA0325;PA3590;PA4859;PA5354;PA3877;PA5539;PA3876;PA4862;PA0222;PA3379
102	PA2652;PA2204;PA1078;PA2634;PA4310;PA3187;PA1317;PA1081;PA1080;PA4133;PA1319;PA2445;PA1318;PA1320;PA1693;PA4687;PA1073;PA3526;PA1079	PA2160;PA2147;PA2151;PA4172;PA3459;PA2144;PA2163;PA4880;PA2018;PA2165;PA2152;PA2408;PA2164;PA2409;PA4750;PA2019;PA0494
103	PA1002;PA0357;PA1257;PA3512;PA0204	PA0652;PA1586;PA3687;PA5163;PA5164;PA4733;PA0336;PA5192;PA4235;PA4565;PA1905;PA0263;PA5422;PA4464;PA0949;PA1092;PA1102;PA0958
104	PA0082;PA0077;PA0095;PA0088;PA0079;PA0078;PA3582;PA0080;PA3584;PA4226;PA0090;PA0075;PA0091;PA0089;PA0084;PA0072;PA0085;PA0074;PA0087;PA0083;PA2204;PA2685;PA4866;PA0081	PA5522;PA3541;PA2569;PA3356;PA3545;PA4110;PA2317;PA3540;PA4073;PA2513;PA4148;PA2509;PA5304;PA2012;PA3710;PA3570;PA2776;PA2507;PA3724;PA2514;PA4205;PA5523;PA4206;PA3569;PA0606;PA3551;PA4207;PA3542;PA3547;PA5106
105	PA1661;PA3874;PA3531	PA2389;PA4225;PA4706;PA4230;PA4224;PA2413;PA2531;PA2412;PA4226;PA2390;PA4707;PA2408;PA4228;PA2407;PA4708;PA2409;PA4470;PA4231
106	PA0077;PA0088;PA0072;PA3896;PA0074;PA0075	PA2592;PA1871;PA3187;PA2367;PA3417;PA4236;PA3416;PA2570;PA1249;PA2815;PA0105;PA1562;PA5172;PA2008;PA1930;PA2366;PA1174;PA2009;PA2007;PA3929;PA3418;PA1173;PA3478;PA3724;PA0179;PA0865;PA3333;PA3479;PA0177;PA0524;PA4133;PA2365;PA5173;PA1999;PA4211;PA2573
107	PA0872;PA2008;PA4771;PA0870;PA2009;PA2248;PA2000;PA5415;PA2007;PA1984;PA1999;PA2444;PA0865	PA3553;PA3446;PA1902;PA4130;PA3559;PA1179;PA3552;PA4774;PA3557;PA1904;PA3929;PA3556;PA4773;PA3937;PA2019;PA1180;PA4777;PA3554;PA3555;PA1024;PA4776;PA3444;PA3936;PA3333;PA3558;PA4211
108	PA4910;PA3628;PA1646;PA5377;PA0844;PA4912;PA4911;PA0678;PA5297;PA3236;PA0582;PA3541;PA0347;PA3545;PA5378;PA3687;PA3584;PA3540;PA4909;PA5422;PA4839;PA3379;PA2352;PA5417;PA5379;PA3629;PA5419;PA5369;PA5416;PA3542;PA3910;PA5420;PA5421;PA5415;PA3380;PA3551;PA5376;PA3547;PA5418	PA0510;PA4774;PA3187;PA3316;PA4773;PA3559
109	PA1694;PA3523;PA1717;PA5302;PA1690;PA1697;PA1725;PA2561;PA1696;PA1693;PA2776;PA1719;PA1701;PA1695;PA1723;PA0500;PA1703;PA1691;PA1722;PA1698;PA1724;PA1716;PA5304;PA1692	PA2685;PA0089;PA3187;PA0849;PA1553;PA3929;PA0087;PA3366;PA5538
110	PA0997;PA0998;PA1694;PA4125;PA3582;PA1717;PA2232;PA1002;PA3584;PA3579;PA1697;PA5373;PA4123;PA1696;PA4121;PA0996;PA1693;PA1719;PA1701;PA1695;PA1000;PA4122;PA1703;PA0999;PA4127;PA1722;PA0749;PA1001;PA1716;PA4124;PA1692	PA3555;PA4774;PA2513;PA3935;PA3444;PA4188;PA2514;PA3448;PA3569;PA3570;PA5106
111	PA4910;PA5498;PA5377;PA4912;PA3600;PA4911;PA3236;PA5539;PA5501;PA5538;PA5372;PA4909;PA4913;PA1923;PA2912;PA0958;PA5499;PA4773;PA5417;PA2913;PA5379;PA5500;PA2914;PA5419;PA4064;PA5416;PA4908;PA5420;PA3601;PA5541;PA5421;PA4065;PA5418	PA5106;PA1318;PA4613;PA4130;PA0849
112	PA0768;PA3651;PA3642;PA3187;PA0890;PA1317;PA5570;PA3643;PA0944;PA1318;PA1320;PA1674;PA3821;PA0865;PA2969	PA4236;PA5172;PA1657;PA1555;PA5100;PA2600;PA1556;PA3874;PA5058;PA5171;PA5025;PA3250;PA0835;PA4829;PA3444;PA5103;PA3876;PA3875;PA3872;PA4973;PA3445;PA5173;PA0108
113	PA0997;PA4225;PA0098;PA4230;PA4224;PA3724;PA1317;PA4130;PA4226;PA1319;PA4228;PA1320;PA0262;PA1318;PA4969;PA5445;PA4231	PA1927;PA3914;PA3877;PA0849;PA0958
114	PA1095;PA3547;PA3540;PA1094;PA2813;PA3541;PA1092;PA3877;PA3551;PA3542;PA2812;PA3874;PA3545	PA1792;PA1976;PA0080;PA0958;PA3333;PA4688
115	PA4918	PA1874;PA1667;PA2592;PA4208;PA1871;PA4211;PA0998;PA1902;PA2195;PA3416;PA2570;PA1217;PA1662;PA4144;PA4209;PA4217;PA2193;PA3361;PA1904;PA1556;PA3478;PA3724;PA1000;PA1656;PA3333;PA4205;PA3479;PA1130;PA2194;PA1901;PA2566;PA4206;PA4133;PA1903;PA1905;PA0704;PA4207
116	PA4694;PA2147;PA4973;PA2413;PA2531;PA2412;PA2416	PA0997;PA4225;PA4211;PA2553;PA0998;PA2248;PA2195;PA0872;PA2008;PA1179;PA2193;PA2009;PA4226;PA1904;PA4228;PA5100;PA0996;PA3570;PA2247;PA1701;PA1000;PA2249;PA2250;PA0865;PA4231;PA0999;PA4230;PA2555;PA4224;PA2000;PA1001;PA1999;PA1903;PA1905
117	PA0156;PA1432;PA3777;PA5394;PA3217	PA3639;PA4433;PA3584;PA2217;PA1156;PA1602;PA4464;PA0080;PA4482;PA0203;PA5554
118	PA4038;PA2340;PA1701;PA0106;PA4947;PA4912;PA0325;PA1254;PA5415;PA1694;PA0108;PA5388;PA4375;PA3875;PA1692;PA0107	PA3151;PA1655;PA0851;PA3315;PA0679;PA1140;PA4068;PA2261
119	PA5010;PA2947;PA3584;PA3315;PA1280;PA4971	PA0482;PA4931;PA0773;PA3187;PA5177;PA5221;PA0650;PA2640;PA5045;PA1105;PA4953;PA5072;PA0430;PA5429;PA3551;PA3213;PA4232;PA3170;PA0298;PA0546
120	PA0999;PA4741;PA1446;PA2673;PA1856;PA5570;PA5522;PA4901;PA0530;PA1931;PA0174;PA0173;PA1252;PA2361	PA3639;PA4973;PA5557;PA5119;PA5429;PA1982;PA3582;PA5554;PA2512;PA5426;PA5075;PA0065
121	PA2555;PA1003;PA1092;PA3498;PA5435;PA5508	PA0768;PA1225;PA4443;PA4694;PA0432;PA4740;PA1278;PA4206;PA4729;PA1927;PA1280;PA2826;PA1320;PA3444;PA2644;PA4429;PA0750;PA4205;PA1808;PA4207
122	PA2160;PA2144;PA2163;PA5095;PA2164;PA2442;PA1931;PA4452;PA2011;PA4217	PA3379;PA3319;PA3384;PA0844;PA0685;PA0678;PA0051;PA0686;PA3383;PA3296;PA3380;PA4144;PA3523;PA0347;PA0677
123	PA1581;PA3479;PA2639;PA3584;PA1659;PA2020;PA5570;PA1582;PA2018;PA1584;PA3582;PA3832;PA3478;PA1320;PA4810;PA3569;PA4811;PA1310	PA5415;PA1806;PA1070;PA5436;PA3187
124	PA2652;PA5192;PA4310;PA5436;PA5355	PA3553;PA2682;PA2512;PA3559;PA1179;PA3552;PA4774;PA3557;PA2513;PA3556;PA4773;PA2019;PA1180;PA4777;PA3554;PA3555;PA2018;PA0085;PA1024;PA4122;PA4776;PA2514;PA3558;PA0089
125	PA4225;PA2553;PA3187;PA4497;PA2001;PA4130;PA2248;PA2446;PA1984;PA0872;PA2008;PA2003;PA0523;PA3100;PA0870;PA2009;PA4226;PA2445;PA4228;PA2007;PA2247;PA2014;PA4500;PA2249;PA2250;PA3104;PA2444;PA0865;PA4230;PA2555;PA2000;PA1999	PA4443;PA4193;PA3442;PA3446;PA3935;PA3931;PA2594;PA2310;PA3938;PA4442;PA3584;PA3443;PA2309;PA0281;PA2600;PA3937;PA3629;PA4192;PA0280;PA0283;PA3444;PA3936;PA4195;PA0282;PA2204;PA3445
126	PA4418;PA5420;PA1976;PA4909;PA1628;PA0844;PA3232;PA1927;PA5421;PA3236;PA1984;PA0602;PA1982;PA5376;PA2105;PA4908	PA4443;PA0363;PA1756;PA0590;PA2365;PA3777;PA4228;PA1081
127	PA0083;PA4443;PA2204;PA0095;PA0077;PA0084;PA0085;PA0283;PA0281;PA0080;PA5504;PA1341;PA0089;PA4442	PA1695;PA5420;PA0504;PA5421;PA3600;PA2018;PA1927;PA2570;PA3236;PA2019;PA5445;PA1693
128	PA0872;PA4225;PA4230;PA5302;PA1317;PA5415;PA1319;PA2813;PA2811;PA4228;PA4839;PA1320;PA1318;PA4812;PA4811;PA2812;PA1321	PA0997;PA0998;PA1694;PA0080;PA1717;PA1002;PA1179;PA2193;PA0958;PA1696;PA0996;PA1432;PA1693;PA1719;PA1701;PA3724;PA1695;PA1000;PA1927;PA1723;PA0999;PA3476;PA1698;PA1001;PA1716;PA1692
129	PA2438;PA5498;PA1518;PA5500;PA3601;PA5541;PA3600;PA1927;PA2914;PA4065;PA1923;PA2912;PA4064;PA5539;PA5499;PA5501;PA5538;PA2913	PA0999;PA1002;PA0997;PA0998;PA1000;PA1001;PA4125;PA4121;PA0996
130	PA5415;PA2442;PA2445;PA3531;PA2444	PA4706;PA4225;PA3442;PA3446;PA2413;PA3600;PA3935;PA2408;PA4687;PA4688;PA3443;PA4226;PA0281;PA4228;PA3937;PA4707;PA2412;PA4158;PA3444;PA4708;PA4470;PA5217;PA4231;PA4230;PA3445;PA0524;PA4513;PA4224;PA2409
131	PA5368;PA2548;PA0844;PA0685;PA0678;PA3382;PA5297;PA2022;PA0347;PA0677;PA3378;PA3375;PA3377;PA5366;PA3319;PA0681;PA4351;PA3296;PA0684;PA3379;PA3384;PA3250;PA5367;PA3374;PA0686;PA3373;PA5369;PA0680;PA3479;PA3910;PA0679;PA3383;PA3380;PA0683	PA2512;PA2649;PA3187;PA0227;PA0228;PA2513;PA0887;PA2514
132	PA1930;PA4613;PA2862;PA0106;PA1637;PA5390;PA4633;PA1997;PA2990;PA1423;PA3348;PA0108;PA2442;PA4418;PA0107	PA0157;PA0024;PA3531;PA5051;PA5570;PA2840;PA3721;PA2629;PA1959;PA2000;PA0380;PA5568
133	PA0083;PA2685;PA3601;PA0084;PA0085;PA3600;PA3929;PA4429;PA3930	PA1694;PA4125;PA1717;PA1317;PA1697;PA1690;PA1725;PA4123;PA1696;PA4121;PA1693;PA1719;PA1701;PA1695;PA4122;PA1723;PA1320;PA2444;PA1703;PA1691;PA1722;PA1698;PA1724;PA1716;PA4124;PA1692
134	PA3187;PA5316;PA4740;PA4251;PA4250;PA3820;PA1087;PA1095;PA4272;PA4254;PA4242;PA3182;PA2019;PA1556;PA4241;PA2018;PA4255;PA4271;PA3183;PA4385;PA4568;PA3531;PA4252;PA3742;PA4249;PA0263;PA4133;PA4261;PA4207;PA2648;PA4429;PA2647	PA3476;PA5523;PA4973;PA3910;PA3452;PA0954;PA4351;PA0678;PA3478;PA4470;PA1003;PA2105;PA1180;PA3479
135	PA2340;PA1257;PA2473;PA2948;PA3589;PA1311	PA1586;PA0895;PA5176;PA5371;PA3352;PA1092;PA3504;PA3103;PA4687;PA4053;PA3151;PA1095;PA3514;PA3506;PA0205;PA3513;PA3155;PA3159;PA3148;PA4418;PA3158;PA0206;PA3505;PA3152;PA0203;PA2812
136	PA2981;PA4741;PA0363;PA0579;PA4500;PA4748;PA3361;PA5315;PA3193;PA0975	PA1920;PA2446;PA1256;PA1179;PA3552;PA2445;PA3556;PA2442;PA3877;PA1696;PA1180;PA2011;PA3554;PA3914;PA1701;PA2014;PA3337;PA2444;PA4918;PA4230;PA1421;PA5415;PA1692
137	PA2638;PA2813;PA2811;PA5516;PA2492;PA2812;PA2105	PA1856;PA1180;PA4941;PA4942;PA3333;PA4209;PA4217
138	PA1421;PA0604;PA3374;PA3043;PA3372;PA2516;PA1656;PA5272	PA2584;PA4938;PA2217;PA0421;PA4376;PA1010;PA4114;PA5443;PA4749
139	PA5353;PA2059;PA1224;PA0324;PA4960;PA5371;PA2470;PA3374;PA5549;PA5310;PA0550	PA4283;PA1274;PA2061;PA2904;PA2626;PA0242;PA3454;PA2644;PA3212;PA3861;PA3098;PA3100;PA4375;PA4068;PA1180;PA3088;PA3659;PA1272;PA5010;PA0892;PA4234;PA0901;PA1692
140	PA3554;PA3555;PA4189;PA3552;PA0427;PA3553;PA3557;PA3558;PA0095;PA4073;PA0293;PA1024;PA3556;PA4188;PA3559	PA4127;PA4163;PA4159;PA4153;PA4128;PA4130;PA4148;PA4122;PA1430;PA4125;PA4180;PA4123;PA4161;PA4152;PA4158;PA4133;PA4124;PA4121;PA4138
141	PA0997;PA2553;PA3187;PA0226;PA0998;PA0228;PA5427;PA2248;PA4130;PA5172;PA2512;PA1002;PA0872;PA2080;PA4761;PA2513;PA1556;PA0996;PA0447;PA0245;PA2247;PA5171;PA0227;PA1000;PA2250;PA5429;PA3337;PA1656;PA2514;PA0865;PA0999;PA4385;PA1001;PA5173;PA5304;PA5106	PA3914;PA2584;PA3552;PA5368;PA3553;PA3558;PA3601;PA5367;PA3600;PA0196;PA4351;PA1927;PA2412;PA2022;PA3120;PA5369;PA4773;PA3121
142	PA1095;PA4273;PA4741;PA4310;PA1701;PA3187;PA1695;PA3807;PA3742;PA4307;PA1081;PA1092;PA3745;PA1716;PA1693;PA1082;PA3526;PA1079	PA0482;PA1871;PA5322;PA4497;PA0403;PA2815;PA3551;PA0854;PA5376;PA5445;PA3366;PA3710;PA4110
143	PA2592;PA0080;PA5172;PA2193;PA1555;PA1317;PA1557;PA2587;PA3478;PA0996;PA1770;PA5171;PA3724;PA1320;PA0603;PA5497;PA3333;PA3479;PA3476;PA2194;PA5173;PA1319;PA1318;PA2195	PA4910;PA3553;PA2893;PA4912;PA4911;PA1254;PA4125;PA3236;PA3582;PA0494;PA3559;PA1256;PA1179;PA3552;PA3557;PA4909;PA3522;PA4123;PA1566;PA3556;PA4773;PA4994;PA5445;PA1180;PA3554;PA4122;PA3568;PA3558;PA0323;PA4124
144	PA3151;PA3159;PA5154;PA3156;PA3148;PA3152;PA0749;PA0602;PA3345;PA3155;PA3158	PA3554;PA0132;PA3555;PA1179;PA3552;PA3553;PA4774;PA3557;PA3558;PA1024;PA3556;PA4144;PA4776;PA4777;PA4773;PA1180;PA3559
145	PA4443;PA2203;PA4193;PA3442;PA3446;PA3935;PA3931;PA2594;PA3447;PA2310;PA3938;PA4442;PA2513;PA3443;PA2309;PA0281;PA2600;PA2083;PA3937;PA4192;PA1838;PA0283;PA3444;PA2514;PA3936;PA4195;PA4194;PA5103;PA0282;PA2204;PA3445;PA3449	PA5372;PA3181;PA3187;PA1856;PA3194;PA0844;PA5373;PA0293;PA1984;PA3582;PA3877;PA3182;PA0074;PA3193;PA3876;PA3195;PA3875;PA3183
146	PA3151;PA3159;PA3584;PA4613;PA3156;PA3148;PA3155;PA0849;PA3152;PA4133;PA2813;PA2811;PA2019;PA2812;PA3158	PA2446;PA1070;PA5172;PA2193;PA3713;PA1072;PA2445;PA2442;PA5230;PA1696;PA1719;PA1701;PA5171;PA1695;PA0604;PA1723;PA2444;PA1691;PA1698;PA1722;PA2000;PA1724;PA0605;PA5415;PA5173;PA1999;PA1073;PA1692
147	PA4246;PA1583;PA4259;PA5316;PA4944;PA5560;PA4464;PA4268;PA4250;PA3745;PA2742;PA5332;PA3637;PA4260;PA4433;PA1581;PA4257;PA2638;PA5570;PA1580;PA4272;PA3656;PA1584;PA5337;PA3113;PA4242;PA3001;PA4267;PA4751;PA4264;PA4262;PA5558;PA5013;PA4239;PA0579;PA4241;PA4563;PA2629;PA1582;PA4253;PA3348;PA4244;PA3117;PA1684;PA4273;PA2623;PA4942;PA4247;PA3814;PA4248;PA0482;PA1455;PA1588;PA2634;PA3162;PA4568;PA4258;PA4671;PA3770;PA3742;PA4249;PA1010;PA4263;PA5555;PA2741	PA2889
148	PA5316;PA4276;PA2408;PA3745;PA2969;PA4433;PA2970;PA2840;PA3656;PA4748;PA0579;PA4563;PA1674;PA4932;PA2584;PA2685;PA4568;PA4567;PA4569;PA3742;PA1959;PA4670;PA2407	PA3531;PA1174;PA4866;PA1902;PA4236;PA3337;PA5349;PA4211;PA1556;PA5272
149	PA0098;PA2015;PA2857;PA2105;PA1224;PA3404;PA0219;PA1384;PA2104;PA0424;PA2103;PA2969	PA1179;PA1130;PA4447;PA0363;PA3751;PA4234;PA3659
150	PA1002;PA0999;PA0997;PA4973;PA4771;PA2194;PA2193;PA0998;PA1000;PA2195;PA1001;PA3361;PA1432;PA3523;PA4211;PA0996;PA4217	PA4225;PA3187;PA0228;PA0226;PA2248;PA2682;PA0080;PA3582;PA2512;PA5508;PA3584;PA2513;PA2509;PA4226;PA4228;PA5100;PA4811;PA1180;PA2011;PA2507;PA0227;PA1460;PA1927;PA4500;PA2508;PA2514;PA4230;PA0230;PA4812;PA4207;PA0081;PA5106
151	PA0202;PA3512;PA2810;PA0204;PA0205	PA0895;PA0296;PA0650;PA3976;PA4042;PA1101;PA4425;PA4482;PA4776;PA4314
152	PA3553;PA0082;PA0077;PA0095;PA0079;PA0088;PA0080;PA0078;PA2232;PA3195;PA3559;PA3552;PA0098;PA3557;PA3556;PA0090;PA0075;PA3555;PA0091;PA0089;PA0084;PA0072;PA0085;PA1024;PA0073;PA0074;PA0087;PA0083;PA2685;PA2536;PA0081	PA2514;PA2512;PA4163;PA2513;PA0851
153	PA3555;PA4225;PA3552;PA3553;PA4189;PA3557;PA3446;PA4230;PA4224;PA4226;PA3556;PA4228;PA4231;PA4188;PA3569;PA3559	PA0997;PA3187;PA0998;PA4130;PA1694;PA4125;PA4180;PA4138;PA4128;PA4123;PA1696;PA4121;PA0996;PA1693;PA4163;PA1701;PA1695;PA1000;PA4122;PA4158;PA4172;PA0879;PA1703;PA0999;PA4127;PA1001;PA4133;PA4124;PA1692
