feature	positive_signature	negative_signature
76	PA3584;PA0851;PA4771;PA1061;PA1927;PA3929;PA0195;PA3930	PA0510;PA4225;PA5427;PA0518;PA5172;PA0519;PA0523;PA2193;PA1557;PA1555;PA4226;PA1072;PA4228;PA3877;PA5230;PA1556;PA3874;PA0996;PA1719;PA1701;PA5171;PA1000;PA1723;PA2412;PA3337;PA3876;PA3875;PA1722;PA4230;PA0524;PA4224;PA0295;PA0887;PA0606;PA4133;PA5173;PA1073
77	PA0997;PA2592;PA1871;PA4211;PA0998;PA4778;PA4130;PA2195;PA1249;PA4217;PA1002;PA1657;PA2193;PA3477;PA1904;PA2587;PA5230;PA1003;PA0996;PA1432;PA3478;PA3724;PA1000;PA3104;PA3333;PA1247;PA3479;PA0999;PA3476;PA2194;PA1901;PA1658;PA1001;PA1903;PA3475;PA1905;PA0143	PA3552;PA3557;PA2020;PA3558;PA0228;PA2018;PA4122;PA4125;PA2813;PA4123;PA4899;PA4124;PA2019;PA4121;PA3569;PA3559;PA5098
78	PA0749;PA3584;PA2677;PA0480	PA0157;PA5164;PA1013;PA3083;PA0890;PA1317;PA4946;PA4953;PA1584;PA0651;PA0958;PA3526
79	PA1002;PA0999;PA3476;PA0997;PA2193;PA1901;PA0998;PA3477;PA0604;PA1000;PA0605;PA0996;PA0606;PA2587;PA1001;PA1903;PA4211;PA1003;PA1432	PA0510;PA0025;PA0024;PA4193;PA0523;PA1856;PA4192;PA4761;PA3392;PA0524;PA1024;PA2691;PA0518;PA1318;PA1320;PA0519
80	PA4865;PA4205;PA4867;PA3187	PA3151;PA2981;PA2890;PA5154;PA0851;PA1927;PA2012;PA0602;PA2962;PA1279;PA3155;PA4976
81	PA3554;PA3555;PA1179;PA3552;PA3553;PA4774;PA3446;PA3557;PA3531;PA3558;PA4455;PA4454;PA0678;PA4453;PA3556;PA4776;PA4777;PA4773;PA2105;PA1180;PA3559	PA2008;PA2247;PA3181;PA0523;PA4771;PA2553;PA0524;PA1421;PA3392;PA2009;PA0782;PA2248;PA2000;PA2250;PA2007;PA1999;PA0494;PA4687;PA1073;PA0865
82	PA0082;PA0095;PA0077;PA0088;PA0079;PA0782;PA0080;PA0078;PA2232;PA1657;PA3584;PA3294;PA2541;PA0090;PA0075;PA0081;PA0091;PA0084;PA0072;PA0085;PA0073;PA0074;PA0087;PA0083;PA2685;PA1511;PA2536;PA0749;PA1668;PA0089	PA2891;PA2888;PA3540;PA3600;PA2889;PA3541;PA3547;PA2887
83	PA1446;PA5316;PA3636;PA3512;PA1810;PA2637;PA2645;PA4006;PA1049;PA1794;PA2647;PA3028;PA0662;PA5332;PA2969	PA4687;PA2711;PA3975;PA4733;PA5176;PA4956;PA2407;PA1464;PA1799
84	PA4088;PA4280;PA1287;PA0223;PA1384	PA4031;PA2584;PA3719;PA4310;PA0098;PA0749;PA4376;PA4932;PA1796
85	PA4443;PA3553;PA3446;PA2446;PA1342;PA3938;PA3559;PA1179;PA3552;PA4774;PA3557;PA3443;PA2445;PA3556;PA4456;PA4773;PA2443;PA1180;PA2011;PA3554;PA3555;PA4010;PA2014;PA3444;PA2444;PA3936;PA4973;PA3445;PA3558;PA4455;PA4454;PA5415	PA0997;PA0998;PA1902;PA1602;PA3582;PA0494;PA5508;PA3584;PA4771;PA5302;PA1856;PA1946;PA3579;PA2193;PA1317;PA3182;PA5445;PA1321;PA1320;PA3183;PA0999;PA3181;PA0524;PA1421;PA3560;PA1319;PA1318;PA0266;PA5304;PA4307
86	PA3043;PA0680;PA3232	PA4374;PA4524;PA5140;PA3100;PA3088;PA4565;PA4234;PA4988;PA4946;PA3361;PA0927;PA2641;PA4114;PA5443;PA4974
87	PA0768;PA3651;PA4246;PA5560;PA4276;PA2742;PA2969;PA3584;PA4432;PA5302;PA2970;PA2840;PA2513;PA4272;PA3656;PA4254;PA2019;PA0668;PA4264;PA4700;PA0579;PA2020;PA4563;PA2629;PA2018;PA1927;PA4271;PA4932;PA4248;PA3818;PA2584;PA4568;PA3162;PA3742;PA3643;PA4249;PA4065;PA4261;PA3821;PA4263;PA5049;PA5304	PA1871;PA3446;PA2691;PA0242;PA2600;PA1903;PA0193;PA4217
88	PA4225;PA4230;PA4224;PA4470;PA2513;PA4226;PA4228;PA4231;PA4708;PA2512;PA4687;PA5217;PA4159;PA4688	PA1179;PA3531;PA3560;PA2446;PA1602;PA5415;PA0130;PA2445;PA2444
89	PA1874;PA2367;PA0106;PA3416;PA2570;PA1249;PA0105;PA2232;PA0175;PA0113;PA2824;PA3526;PA0107;PA0180;PA1930;PA0178;PA2371;PA2370;PA1003;PA3232;PA0179;PA3348;PA2373;PA2360;PA3568;PA2566;PA0887;PA4290;PA0108	PA2514;PA5139;PA3713
90	PA3151;PA3159;PA1095;PA4918;PA3156;PA3148;PA1094;PA3152;PA2105;PA1092;PA2739;PA0958;PA3155;PA1086;PA4919;PA2104;PA3158;PA1087	PA0254;PA2018
91	PA0280;PA4880	PA4225;PA3553;PA3187;PA0896;PA1249;PA3582;PA0494;PA5435;PA3356;PA3559;PA5508;PA1179;PA3552;PA4774;PA5302;PA3584;PA3557;PA0870;PA2009;PA4502;PA4226;PA4504;PA3556;PA2012;PA4773;PA5445;PA3405;PA1180;PA4777;PA3554;PA3555;PA4503;PA3232;PA4500;PA4776;PA1246;PA0865;PA4470;PA4505;PA0524;PA1421;PA3568;PA3558;PA5304;PA2550
92	PA5379;PA4910;PA5416;PA1930;PA3514;PA0106;PA5420;PA4909;PA5421;PA4912;PA4911;PA3217;PA5419;PA3236;PA0105;PA2573;PA1982;PA0108;PA5417;PA4908;PA0107	PA2008;PA3914;PA4225;PA5163;PA5164;PA4224;PA0870;PA2009;PA2000;PA1319;PA2007;PA0130;PA1999;PA3478;PA3479
93	PA4225;PA4230;PA4224;PA1317;PA2413;PA2412;PA4226;PA4707;PA1319;PA4228;PA1320;PA1318;PA4708;PA4470;PA4231;PA5508	PA0523;PA1927;PA3523
94	PA4375;PA1092;PA4867	PA3151;PA3156;PA3148;PA0604;PA3152;PA4226;PA3155;PA1384;PA2105;PA3158
95	PA2008;PA4051;PA3159;PA3156;PA2009;PA2007;PA4232;PA3155;PA2232;PA0865	PA5010;PA1274;PA4230;PA4224;PA4205;PA3364;PA3294;PA4226;PA5415;PA1668;PA4228;PA2444;PA2514;PA3366;PA4207
96	PA0872;PA5302;PA0870;PA2009;PA2446;PA0530;PA5415;PA5304;PA2445;PA1984;PA2442;PA5100;PA2444;PA1999;PA0865;PA2443;PA5106	PA4443;PA4225;PA0997;PA3553;PA3446;PA3187;PA1666;PA0077;PA0998;PA3600;PA2570;PA3559;PA5372;PA1657;PA1179;PA3552;PA4774;PA3557;PA5373;PA4226;PA3556;PA4228;PA0090;PA3182;PA4773;PA3478;PA1180;PA4777;PA0996;PA3554;PA4588;PA0091;PA3555;PA1000;PA0084;PA0085;PA4776;PA3333;PA3479;PA0083;PA1669;PA0999;PA4230;PA3181;PA1659;PA4224;PA3558;PA3601;PA3194;PA1658;PA1668;PA4065;PA1001;PA4211;PA1326;PA1660;PA0087
97	PA3555;PA2512;PA5297;PA5315;PA2514;PA2857;PA0546	PA4588;PA3725;PA5106;PA0749;PA0966
98	PA4505;PA2160;PA3584;PA2151;PA2147;PA1260;PA3415;PA2144;PA2163;PA1932;PA4880;PA2165;PA5095;PA2152;PA2164;PA2155;PA1931;PA4172;PA2162;PA2153;PA5098	PA4226;PA2009
99	PA4910;PA1257;PA2944;PA2893;PA4912;PA4911;PA3236;PA3857;PA2105;PA1258;PA4909;PA1525;PA2541;PA4913;PA2370;PA5417;PA1260;PA0174;PA1982;PA4908;PA2862;PA5420;PA5421	PA3187;PA0870;PA1317;PA1659;PA2014;PA2000;PA5429;PA3337;PA1319;PA1318;PA3182;PA5106;PA2011;PA1321
100	PA3151;PA4771;PA3310;PA2105;PA2104;PA1272	PA3553;PA3600;PA5297;PA1092;PA3366;PA3559;PA1087;PA1095;PA3486;PA4774;PA3557;PA1317;PA4351;PA3364;PA3556;PA4839;PA4773;PA2011;PA4777;PA3554;PA3555;PA1094;PA0130;PA1140;PA3910;PA3558;PA2000;PA1999;PA1086
101	PA0098;PA1319;PA3372;PA1311;PA2806;PA0222	PA0768;PA2858;PA2920;PA4425;PA5471;PA3480;PA1081;PA1464;PA5394
102	PA0510;PA0024;PA0025;PA0524;PA0523;PA3392;PA0519;PA0518;PA0494;PA3874;PA3872	PA1696;PA2570;PA0849;PA1725
103	PA3438;PA4867;PA4403;PA5068;PA5298;PA4454;PA4750;PA5270	
104	PA1274;PA4771;PA1534;PA1609;PA2968;PA4307;PA2969	PA5096;PA2553;PA0106;PA3541;PA4209;PA0107;PA3687;PA1930;PA1174;PA3540;PA2009;PA1904;PA5100;PA3570;PA0177;PA2015;PA2555;PA2000;PA1999;PA3551;PA1905;PA3569;PA0108;PA5106
105	PA4206;PA4205;PA4208;PA1927;PA4207	PA0997;PA0998;PA1694;PA1279;PA5172;PA1002;PA1725;PA1696;PA0996;PA1393;PA1693;PA1719;PA1701;PA5171;PA4192;PA1695;PA1000;PA1723;PA1703;PA0999;PA1698;PA1001;PA5173;PA1716;PA1692
106	PA4159;PA3448;PA4202;PA2086;PA4201	PA2367;PA2413;PA2329;PA2446;PA2408;PA2473;PA2513;PA2390;PA2445;PA2442;PA2389;PA2492;PA2443;PA2290;PA2340;PA2412;PA2253;PA2444;PA2373;PA2321;PA2360;PA2362;PA2368;PA2363;PA2365;PA2407;PA2409
107	PA1871;PA2553;PA4236;PA2248;PA1984;PA0105;PA1092;PA5172;PA1342;PA0872;PA2008;PA1179;PA1930;PA2003;PA2009;PA1080;PA4309;PA5354;PA3361;PA3418;PA1135;PA1464;PA2247;PA1094;PA3351;PA0179;PA2250;PA2623;PA0865;PA1082;PA2654;PA2573;PA0266	PA4443;PA2584;PA3310;PA4563;PA4455;PA3401;PA4249;PA4264;PA3183
108	PA3554;PA1179;PA3552;PA3553;PA4774;PA3557;PA3558;PA5200;PA5304;PA4941;PA3556;PA3582;PA4942;PA4261;PA4777;PA4773;PA2232;PA4262;PA1180;PA3559	PA1871;PA3181;PA4771;PA3187;PA1317;PA3194;PA4351;PA2914;PA0035;PA4228;PA4064;PA0230;PA3182;PA0036;PA2382;PA2321;PA3183;PA2913
109	PA4973;PA4771;PA5171;PA1555;PA1557;PA2009;PA0958;PA5172	PA3553;PA3446;PA1249;PA0494;PA4810;PA3366;PA3559;PA5508;PA3562;PA1179;PA3552;PA4774;PA3584;PA3557;PA3561;PA3443;PA2691;PA5354;PA3556;PA4456;PA4773;PA4811;PA1180;PA4777;PA3554;PA3555;PA4010;PA4776;PA3444;PA1421;PA3560;PA3558;PA4455;PA4812;PA4211;PA1326;PA4307;PA5106
110	PA1874;PA1871;PA4208;PA4211;PA0106;PA3417;PA3721;PA1902;PA4130;PA3416;PA2570;PA1217;PA1092;PA4209;PA4217;PA0872;PA1930;PA3361;PA1904;PA3418;PA1135;PA3478;PA2247;PA3724;PA3351;PA4205;PA3479;PA1901;PA2566;PA4206;PA1903;PA1905;PA0108;PA4207	PA4443;PA2811;PA0293
111	PA0510;PA2685;PA3870;PA4867;PA0077;PA3874;PA0088;PA0084;PA0085;PA3875;PA3929;PA4865;PA3672;PA3876;PA3028;PA5435;PA3872;PA3930	PA3187;PA3452;PA1694;PA1717;PA2008;PA3584;PA4613;PA1317;PA1690;PA2009;PA1725;PA3713;PA1696;PA1693;PA1719;PA1701;PA3610;PA1695;PA1723;PA1320;PA2444;PA0865;PA1703;PA1691;PA1698;PA1722;PA1421;PA1724;PA1319;PA1318;PA1716;PA1692
112	PA0597;PA3601;PA3600;PA1927;PA5538	PA3553;PA3187;PA2408;PA1984;PA3366;PA3559;PA1179;PA3552;PA4774;PA3557;PA1555;PA3364;PA4226;PA4504;PA3556;PA4228;PA4456;PA4773;PA2019;PA1180;PA4777;PA3554;PA3555;PA4010;PA2323;PA4776;PA4230;PA3558;PA4455;PA0920;PA2407;PA2409
113	PA4225;PA0082;PA0095;PA0077;PA0088;PA0079;PA0080;PA0078;PA3236;PA4226;PA3929;PA0090;PA0075;PA5417;PA3930;PA0081;PA0091;PA0089;PA0084;PA0072;PA0085;PA0074;PA4231;PA0083;PA2685;PA4230;PA4201;PA5420;PA5421;PA0749;PA0087	PA0510;PA5427;PA2446;PA0518;PA5172;PA0519;PA3366;PA1555;PA1557;PA3364;PA2445;PA3877;PA1696;PA1556;PA3874;PA1693;PA5171;PA3337;PA2444;PA3875;PA0524;PA5173;PA1692
114	PA5559;PA4246;PA5069;PA4944;PA4251;PA3105;PA4433;PA4257;PA3807;PA3656;PA4274;PA4242;PA3001;PA4267;PA4751;PA4262;PA4264;PA5558;PA4232;PA0579;PA0555;PA2623;PA4273;PA5556;PA4247;PA4248;PA4385;PA1588;PA3162;PA5068;PA4249;PA4240;PA5119;PA4261;PA2976;PA4937;PA4935	PA0954;PA1303
115	PA3446;PA2105;PA0920;PA4748;PA4158;PA1249;PA4942;PA2104;PA1180;PA2969	PA2008;PA0353;PA0363;PA0890;PA2009;PA3970;PA0896;PA3437;PA2007;PA5471;PA0897;PA0350;PA3356;PA5310;PA4307
116	PA3151;PA3159;PA1179;PA3156;PA3148;PA3152;PA4880;PA2000;PA1999;PA4812;PA3155;PA4810;PA4811	PA4225;PA4230;PA3181;PA5420;PA1317;PA2018;PA0196;PA4226;PA1319;PA4228;PA0195;PA1320;PA3182;PA4231;PA2019;PA1318;PA3183
117	PA4225;PA2248;PA2446;PA1984;PA3832;PA2105;PA0872;PA3151;PA2812;PA2009;PA4226;PA2445;PA4228;PA2442;PA2007;PA2813;PA3877;PA2443;PA2104;PA3570;PA2011;PA2247;PA2249;PA2250;PA2444;PA0865;PA3876;PA4231;PA4230;PA4224;PA3152;PA5415;PA1999;PA4207;PA3569	PA3562;PA3476;PA3517;PA0851;PA1260;PA3452;PA3446;PA3560;PA3361;PA0130;PA5471;PA3444;PA1003;PA3333;PA4217
118	PA1257;PA4741;PA1446;PA1856;PA0178;PA5570;PA5522;PA2363;PA1931;PA0174;PA1252;PA2361	PA4973;PA5557;PA5119;PA1982;PA5426;PA5075
119	PA3929;PA3930	PA0510;PA5427;PA4235;PA4236;PA0518;PA1049;PA5172;PA0519;PA1657;PA0523;PA2193;PA1557;PA1555;PA3392;PA4351;PA3877;PA5230;PA1556;PA3874;PA0024;PA5171;PA1561;PA1927;PA3337;PA1656;PA5497;PA3875;PA3872;PA2194;PA0524;PA0836;PA0295;PA5173;PA2195
120	PA1179;PA0747;PA2555;PA2553;PA2013;PA4880;PA3364;PA2249;PA2815;PA3877;PA3570;PA2569;PA3876;PA3569;PA3366;PA1180;PA2011	PA2652;PA1657;PA1095;PA3151;PA3159;PA4771;PA4307;PA3148;PA0686;PA1092;PA0683;PA3155;PA2232;PA3379;PA1693
121	PA4741;PA5080;PA2970;PA2515;PA5570;PA3477;PA0202;PA3636;PA2637	PA0895;PA0296;PA1101;PA4482;PA4043;PA5499
122	PA2008;PA2204;PA3333;PA5436;PA3446;PA1838;PA1902;PA2009;PA0604;PA3931;PA0283;PA0605;PA2007;PA0887;PA0603;PA0865;PA5435;PA4217	PA3476;PA1657;PA0510;PA0997;PA0091;PA0523;PA0025;PA0524;PA3540;PA5140;PA3392;PA0998;PA4778;PA0085;PA2412;PA1659;PA0518;PA2408;PA2407;PA2409;PA0519
123	PA3151;PA0999;PA2947;PA0997;PA3314;PA2642;PA2638;PA4192;PA4973;PA2906;PA3156;PA0998;PA2629;PA1000;PA0293;PA1001;PA0996;PA4263;PA0081;PA4264;PA2105	PA1719;PA1095;PA1722;PA0524;PA0954;PA1637;PA2513;PA3600;PA1723;PA5217;PA0887;PA1249;PA4290;PA2514;PA5445;PA2856;PA5508
124	PA1874;PA0997;PA1871;PA4211;PA2367;PA0106;PA3415;PA0998;PA1902;PA3417;PA2248;PA3416;PA2570;PA1562;PA2815;PA0105;PA1092;PA5172;PA1342;PA0175;PA3366;PA4209;PA0107;PA1087;PA4217;PA0872;PA1930;PA2366;PA0178;PA1174;PA2193;PA1905;PA2009;PA3361;PA1904;PA3418;PA1173;PA1135;PA3478;PA0176;PA2247;PA5171;PA3724;PA1094;PA1000;PA0179;PA2250;PA0174;PA0865;PA4205;PA1337;PA3479;PA0999;PA0177;PA1901;PA2566;PA4206;PA2365;PA1903;PA2195;PA2573;PA0108	PA3446;PA1927;PA1856
125	PA2652;PA4310;PA1101;PA1092;PA3526;PA1095;PA1078;PA4761;PA1083;PA1080;PA4309;PA0958;PA1693;PA1079;PA4163;PA4633;PA1723;PA1086;PA1082;PA4385;PA4307;PA2654;PA1077;PA1081;PA5072;PA5304;PA1692	PA3459;PA2317;PA4880;PA3364;PA2018;PA2815;PA3929;PA0854;PA2569;PA2019;PA3366;PA4110
126	PA3452;PA3415;PA2413;PA2408;PA3582;PA1092;PA5172;PA0347;PA4687;PA2105;PA3559;PA4217;PA3584;PA3552;PA2390;PA5100;PA2389;PA1003;PA5098;PA5171;PA2531;PA2412;PA4470;PA2862;PA0679;PA5173;PA2407;PA2573;PA4792	PA4443;PA0524;PA2649;PA3446;PA5012;PA3935;PA4430;PA2645;PA2648;PA3938;PA4442
127	PA0082;PA0077;PA0088;PA0079;PA0078;PA3582;PA0080;PA5508;PA3584;PA3579;PA4123;PA0090;PA0075;PA0091;PA0089;PA0084;PA0072;PA0085;PA0074;PA0087;PA0083;PA2685;PA1421;PA2536;PA0081	PA4733;PA3187;PA2553;PA2446;PA1984;PA1070;PA1342;PA5137;PA5452;PA2008;PA1071;PA2009;PA4502;PA1072;PA2007;PA2445;PA2011;PA5154;PA5152;PA1338;PA2014;PA4500;PA2444;PA1341;PA0865;PA4973;PA2862;PA2555;PA2013;PA5453;PA5155;PA2000;PA0887;PA5415;PA4133;PA1999;PA3569;PA1073;PA5153
128	PA2711;PA2862;PA0095;PA1338;PA2513;PA4937;PA4980	PA0997;PA1871;PA3187;PA0998;PA0844;PA0896;PA1249;PA1092;PA3195;PA5435;PA3182;PA0996;PA3629;PA5025;PA2323;PA2321;PA3183;PA2261;PA0999;PA3181;PA5436;PA3194;PA2648;PA3193
129	PA5236;PA4163;PA3719;PA5176;PA3477;PA0749;PA1602;PA3618;PA1104;PA2512	PA1657;PA0091;PA0524;PA0523;PA1502;PA1557;PA5139;PA1927;PA1658;PA1501;PA4375
130	PA3151;PA3159;PA3651;PA3156;PA3148;PA3650;PA3152;PA4911;PA4528;PA2585;PA2541;PA3155;PA5049;PA3158;PA4908	PA2008;PA1657;PA1661;PA3555;PA4307;PA5436;PA2009;PA1868;PA1658;PA0184;PA1499;PA1140;PA4777;PA4773;PA0494;PA0996;PA0865;PA3559;PA0882
131	PA1583;PA5322;PA4756;PA4740;PA5560;PA3834;PA3313;PA2744;PA0401;PA3861;PA0934;PA3001;PA3482;PA1585;PA3987;PA3977;PA4483;PA1582;PA4696;PA4042;PA4450;PA4425;PA2648;PA1794;PA2709;PA5556;PA5568;PA1787;PA4385;PA1588;PA2649;PA4430;PA0887;PA3831;PA0300;PA5554;PA3822;PA5555	PA2887;PA2889;PA2888;PA1927
132	PA4385;PA1277;PA0393;PA1809;PA4761;PA4272;PA2018;PA4250;PA4812;PA4254;PA2019;PA4810;PA5304;PA5147;PA5508	PA1874;PA2592;PA1871;PA2367;PA2570;PA1249;PA1092;PA1095;PA2366;PA3477;PA3478;PA2160;PA2147;PA3724;PA1094;PA3250;PA2444;PA3479;PA3476;PA2368;PA2566;PA1933;PA2365;PA1318
133	PA0652;PA5559;PA4246;PA4007;PA1583;PA4259;PA5316;PA4740;PA4251;PA4276;PA5560;PA4268;PA4238;PA1092;PA3745;PA2742;PA3637;PA4260;PA4433;PA1581;PA4257;PA4256;PA3807;PA5570;PA1580;PA4272;PA1584;PA4263;PA4274;PA4254;PA3001;PA4267;PA5013;PA4264;PA4262;PA5558;PA4242;PA4239;PA4245;PA3686;PA0432;PA0579;PA4241;PA4563;PA5557;PA1582;PA4253;PA4255;PA4449;PA4271;PA4450;PA4244;PA4273;PA5556;PA4247;PA5568;PA4248;PA4385;PA1588;PA4568;PA3162;PA4258;PA4671;PA4252;PA4249;PA4670;PA4240;PA1010;PA4261;PA2976;PA5554;PA5555;PA4935	PA3522;PA1447;PA3601;PA3361;PA1303
134	PA1871;PA0747;PA4208;PA4211;PA2553;PA3417;PA1902;PA4130;PA2248;PA2446;PA3416;PA2570;PA1092;PA3366;PA4209;PA4217;PA0872;PA2008;PA1095;PA2003;PA0870;PA2009;PA3361;PA1904;PA2445;PA2012;PA2007;PA3418;PA3478;PA2011;PA3570;PA2247;PA3724;PA1094;PA2014;PA2249;PA2250;PA5429;PA2444;PA0865;PA4205;PA3479;PA2015;PA1901;PA2555;PA2566;PA2013;PA4206;PA2000;PA4133;PA1999;PA1903;PA1905;PA3569;PA4207	PA4443;PA3584;PA0024;PA1260;PA2862;PA3181;PA4740;PA5316;PA0323;PA4696;PA3120;PA4042;PA3582;PA5471;PA3182;PA3444;PA1982;PA3195;PA4442;PA3183
135	PA3476;PA1179;PA2194;PA4431;PA5171;PA1555;PA1557;PA5427;PA1049;PA4430;PA5173;PA3337;PA5172;PA2232;PA1556	PA4225;PA0518;PA0494;PA4687;PA0519;PA0523;PA1856;PA1317;PA3392;PA4226;PA2691;PA0281;PA4228;PA1321;PA1320;PA2444;PA4470;PA4969;PA0865;PA4231;PA3814;PA4230;PA0524;PA4224;PA1319;PA2889;PA1318
136	PA1095;PA3584;PA2584;PA0523;PA0524;PA1421;PA3579;PA3392;PA1094;PA5020;PA5354;PA1092;PA3582;PA5501;PA3366	PA1667;PA0997;PA0228;PA0998;PA1902;PA2195;PA1694;PA4125;PA1662;PA1717;PA4217;PA1002;PA1027;PA2193;PA1690;PA1697;PA4128;PA1725;PA4123;PA1696;PA4121;PA0996;PA1693;PA1719;PA1701;PA1695;PA1000;PA4122;PA1723;PA1716;PA1703;PA0999;PA1691;PA1722;PA2194;PA1698;PA1724;PA1001;PA4211;PA4124;PA1692
137	PA4613;PA4193;PA1317;PA0325;PA1318;PA1320;PA0030;PA4977	PA2981;PA0679;PA3364;PA3929;PA2512;PA3876;PA3366
138	PA2515;PA5050;PA2891;PA3506;PA5508	PA2584;PA1179;PA3088;PA1610;PA4988;PA3349;PA5493;PA0651;PA5312;PA4688
139	PA1669;PA4505;PA4730;PA5549;PA0222;PA0424	PA2611;PA1642;PA3666;PA4804;PA5010;PA0363;PA3088;PA5012;PA0927;PA5349;PA4452;PA0899
140	PA0999;PA3914;PA1130;PA2566;PA0679;PA3477;PA3364;PA3382;PA2570;PA3361;PA3877;PA2155;PA1931;PA5524;PA4810;PA4811	PA5075
141	PA4740;PA0430;PA3471;PA1984;PA4269;PA3861;PA0795;PA4257;PA5080;PA4256;PA1580;PA4693;PA4748;PA0958;PA1770;PA3686;PA0796;PA0579;PA4042;PA4425;PA2991;PA3538;PA5063;PA2545;PA5505;PA0316;PA3162;PA3746;PA3134;PA4430;PA0887;PA3831;PA1806;PA2645;PA4261;PA4846;PA3822;PA5241	PA1317;PA1318
142	PA4733;PA3187;PA2446;PA1070;PA1984;PA3559;PA5452;PA2008;PA1071;PA4774;PA3557;PA2009;PA1072;PA2007;PA2445;PA0958;PA4773;PA3555;PA2444;PA0865;PA4973;PA2000;PA5155;PA5415;PA1999;PA1073	PA0082;PA0077;PA0088;PA0079;PA0078;PA0080;PA3582;PA3584;PA3579;PA4226;PA4228;PA0090;PA2019;PA0081;PA0091;PA0084;PA2018;PA0085;PA2253;PA0074;PA4470;PA0087;PA0083;PA2685;PA4230;PA0089
143	PA2151;PA2015;PA3724;PA0156;PA4880;PA2165;PA4500;PA2000;PA1686;PA2152;PA2164;PA1249;PA2083;PA1999;PA1562;PA2011	PA3181;PA4193;PA4192;PA4309;PA0494;PA1384;PA2321;PA3183
144	PA2553;PA4236;PA4130;PA2248;PA2446;PA1249;PA2815;PA1092;PA0175;PA2232;PA0934;PA1087;PA2008;PA2003;PA1555;PA2009;PA2445;PA2442;PA2012;PA1556;PA2011;PA2247;PA1094;PA2014;PA0179;PA2249;PA2250;PA2444;PA2015;PA2013;PA0403;PA0295;PA5415	PA3609;PA0579;PA1856;PA3452;PA1317;PA1000;PA1602;PA1319;PA1318;PA1320;PA1321;PA5445;PA2969
145	PA4937;PA4727;PA4416;PA3834;PA4687;PA5080;PA4956;PA2612;PA3482;PA1770;PA3214;PA0965;PA3987;PA4483;PA4947;PA2709;PA5063;PA4732;PA4758;PA3627;PA4069;PA2640;PA5068;PA4411;PA1459	
146	PA5368;PA0844;PA0685;PA0678;PA3382;PA5297;PA2022;PA0927;PA0347;PA2105;PA0677;PA3378;PA3375;PA3584;PA3377;PA5366;PA3319;PA0681;PA4351;PA0687;PA2561;PA3296;PA4839;PA0684;PA2104;PA3379;PA2352;PA3384;PA5367;PA3374;PA0686;PA3373;PA3372;PA5369;PA0680;PA3479;PA3910;PA0679;PA3383;PA0682;PA3380;PA0683	PA2514;PA2512;PA2513;PA1024
147	PA3584;PA2677;PA1382;PA1867;PA2675;PA2676;PA4280;PA1384;PA2104;PA2103	PA4053;PA3666;PA5142;PA5192;PA2902;PA5242;PA4944;PA4249;PA4464;PA3348;PA1457;PA4254;PA4242;PA2742;PA4406;PA3814
148	PA3584;PA3181;PA3187;PA3194;PA2323;PA1602;PA3182;PA3193;PA3195;PA5435;PA2321;PA3183	PA4443;PA4208;PA4193;PA3442;PA2203;PA1277;PA2944;PA3446;PA2329;PA3935;PA3931;PA1249;PA2594;PA3523;PA3447;PA2310;PA3938;PA4442;PA1179;PA3552;PA2328;PA3443;PA0281;PA2912;PA2083;PA3937;PA1180;PA2913;PA3554;PA4192;PA2327;PA0280;PA1927;PA0283;PA3444;PA0193;PA3448;PA3936;PA4195;PA5103;PA0282;PA2204;PA2948;PA3445;PA3517;PA3558;PA3449;PA4207
149	PA2438;PA4804;PA1438;PA0870;PA0204;PA4415;PA3252	PA1095;PA4931;PA0336;PA0407;PA0330;PA3352;PA4254;PA4232;PA1342;PA1464;PA1004
150	PA4402;PA3313;PA4676;PA3195;PA1757;PA3559;PA0399;PA1179;PA3552;PA4761;PA3364;PA4504;PA0421;PA4773;PA1770;PA2011;PA0447;PA3554;PA0302;PA2014;PA4505;PA5436;PA2013;PA2812	PA1002;PA0999;PA0997;PA5541;PA0998;PA3600;PA1927;PA1001;PA4065;PA3337;PA4064;PA5539;PA0996;PA5538
151	PA4517;PA1249;PA2811;PA2813;PA2812	PA1719;PA4205;PA1070;PA1180;PA0958
152	PA2553;PA2001;PA4024;PA2446;PA2248;PA1984;PA5172;PA5435;PA0872;PA2008;PA5302;PA0870;PA2009;PA4226;PA0597;PA1072;PA2007;PA2445;PA2442;PA4228;PA2011;PA2247;PA5154;PA5171;PA2014;PA2249;PA2250;PA2444;PA0865;PA4230;PA2015;PA2013;PA2000;PA5415;PA1999;PA1073;PA5304	PA3553;PA3446;PA0226;PA3600;PA1602;PA2512;PA3559;PA3552;PA4774;PA2163;PA2513;PA2509;PA2164;PA3556;PA4773;PA4435;PA4777;PA3554;PA3555;PA2147;PA0227;PA2165;PA5429;PA2253;PA4776;PA2514;PA3558
153	PA1586;PA4385;PA5556;PA1589;PA4761;PA1587;PA3742;PA4251;PA2018;PA4252;PA4253;PA4250;PA5554;PA3820;PA5555;PA1073;PA2019	PA1874;PA1871;PA4208;PA4211;PA3721;PA0051;PA2570;PA1217;PA3477;PA3361;PA1904;PA2164;PA3478;PA2160;PA2147;PA3724;PA1927;PA4205;PA3479;PA1901;PA4206;PA1903;PA1905;PA4207
