feature	positive_signature	negative_signature
156	PA3417;PA5106;PA4901	PA4741;PA1583;PA5316;PA4740;PA0301;PA5560;PA4276;PA5128;PA0548;PA3832;PA3834;PA5315;PA4238;PA2744;PA3637;PA4217;PA1581;PA4433;PA3151;PA4257;PA2970;PA4256;PA5570;PA1580;PA1552;PA4748;PA3822;PA1584;PA4263;PA4274;PA4242;PA5013;PA4239;PA4262;PA3636;PA0546;PA4245;PA4243;PA3686;PA0432;PA0579;PA5557;PA0968;PA1582;PA4696;PA4255;PA4449;PA4244;PA3480;PA4273;PA5568;PA0963;PA4568;PA4671;PA1156;PA4252;PA3742;PA4670;PA4430;PA4240;PA3645;PA4211;PA5554;PA4429;PA4241;PA5215;PA5076
157	PA3628;PA4912;PA3236;PA2512;PA4909;PA2513;PA2509;PA2813;PA2811;PA0195;PA2507;PA3629;PA2508;PA2514;PA1982;PA1421;PA3568;PA5420;PA5421;PA5415;PA4812;PA2812	PA3181;PA3187;PA3194;PA4205;PA3600;PA3541;PA0958;PA3478;PA3545
158	PA2553;PA2001;PA2248;PA1984;PA3366;PA0872;PA2008;PA0870;PA2009;PA4309;PA3364;PA2007;PA2012;PA3570;PA2247;PA2014;PA2249;PA2250;PA0500;PA5369;PA0865;PA1698;PA4973;PA2015;PA5436;PA2013;PA2000;PA1999;PA1073;PA3569	PA0091;PA3584;PA2685;PA1260;PA3579;PA0077;PA2368;PA0088;PA0085;PA0084;PA0072;PA0090;PA3582;PA4865;PA0089;PA1432;PA3930;PA5508
159	PA1002;PA0999;PA0997;PA3925;PA0106;PA0998;PA2009;PA3600;PA1000;PA1927;PA1001;PA2408;PA0494;PA2232;PA0996	PA0232;PA0231;PA0228;PA0226;PA3935;PA2682;PA2512;PA3938;PA3545;PA1095;PA4985;PA3552;PA5302;PA1317;PA2513;PA2509;PA1321;PA3554;PA2507;PA1094;PA0227;PA4122;PA1024;PA2508;PA1320;PA2514;PA1982;PA1319;PA0230;PA1318;PA3551;PA1326
160	PA0999;PA2105;PA1000;PA1001;PA0996;PA3877;PA3350;PA2232;PA2104	PA3553;PA1092;PA3559;PA1087;PA1095;PA3552;PA4774;PA3486;PA0480;PA3556;PA4773;PA4435;PA4777;PA3554;PA3159;PA2507;PA3555;PA1094;PA3372;PA2514;PA1421;PA3558;PA2566;PA1086
161	PA2059;PA1580;PA5371;PA2104;PA5228;PA2105;PA2103	PA2979;PA3097;PA3047;PA4285
162	PA2652;PA1871;PA2592;PA0997;PA4225;PA4310;PA4211;PA0998;PA4130;PA2195;PA3105;PA2105;PA3526;PA1002;PA1657;PA2193;PA3477;PA4226;PA1904;PA4228;PA2587;PA5230;PA1003;PA3478;PA0996;PA1432;PA1079;PA3724;PA1000;PA4500;PA3104;PA3333;PA3479;PA4231;PA0999;PA3476;PA4230;PA2194;PA4224;PA0295;PA1001;PA1905;PA0143;PA3096	PA3554;PA3584;PA3552;PA3540;PA3558;PA0849;PA2018;PA0879;PA3541;PA3582;PA3551;PA2019;PA0494;PA3547;PA3545
163	PA4089;PA2675;PA2674	PA4741;PA4246;PA1583;PA4259;PA5316;PA4944;PA5242;PA5560;PA5554;PA4464;PA4268;PA4238;PA3745;PA4237;PA2742;PA4406;PA3637;PA4260;PA4433;PA1581;PA1505;PA4257;PA2638;PA2970;PA4256;PA5570;PA1580;PA4272;PA1552;PA3656;PA1584;PA5337;PA4274;PA4254;PA5013;PA4267;PA4751;PA4262;PA4242;PA1770;PA4239;PA4245;PA4243;PA0579;PA4563;PA0555;PA3348;PA4244;PA4942;PA4273;PA4247;PA3814;PA4248;PA1588;PA2634;PA3162;PA4568;PA4258;PA4671;PA5110;PA3742;PA4252;PA4249;PA4240;PA4263;PA4241;PA2741
164	PA0500;PA2944;PA1279	PA1667;PA2592;PA1661;PA4211;PA3187;PA1902;PA4130;PA2195;PA1249;PA1662;PA4144;PA4209;PA4217;PA1657;PA2193;PA3477;PA3361;PA1904;PA5445;PA3478;PA1556;PA3724;PA1656;PA2514;PA3333;PA3479;PA3476;PA1130;PA2194;PA1901;PA1659;PA5541;PA1658;PA4133;PA1903;PA1905;PA1660;PA5106
165	PA4211;PA1902;PA0976;PA0242;PA2105;PA4217;PA2008;PA4771;PA1317;PA2009;PA1904;PA2007;PA2442;PA1321;PA1320;PA2444;PA0865;PA2000;PA1319;PA1318;PA1903;PA1905	PA3553;PA0077;PA4125;PA0518;PA0080;PA0519;PA3559;PA1179;PA3552;PA4774;PA3557;PA1555;PA1557;PA3556;PA4773;PA4121;PA1556;PA1180;PA4777;PA3554;PA3555;PA0091;PA1561;PA3337;PA4776;PA0087;PA3558;PA4454;PA0887;PA4812;PA0089
166	PA4771;PA2649;PA2647;PA2446;PA5415;PA2445;PA2442;PA2645;PA2444;PA1275;PA0494;PA2382	PA4910;PA4443;PA4211;PA4208;PA3442;PA3446;PA0844;PA4912;PA3935;PA3931;PA2570;PA3516;PA5471;PA5174;PA3938;PA5106;PA3584;PA3540;PA3443;PA5100;PA3937;PA5098;PA4588;PA1927;PA3444;PA3936;PA4205;PA3445;PA4206;PA3551;PA1905;PA3547;PA4207
167	PA1694;PA2682;PA1984;PA1092;PA2512;PA1095;PA2003;PA1690;PA1697;PA1725;PA2513;PA2509;PA1696;PA1693;PA2507;PA1719;PA1701;PA1695;PA1723;PA2508;PA2514;PA1982;PA1703;PA1691;PA1722;PA1698;PA2368;PA1724;PA1716;PA1692	PA4443;PA5302;PA3446;PA0106;PA4195;PA4351;PA3383;PA3043;PA4528;PA3382;PA0281;PA0035;PA0105;PA5313;PA0609;PA5304;PA0036;PA5445;PA3356;PA4442;PA2776
168	PA4235;PA0548;PA1155;PA3861;PA2639;PA5080;PA0932;PA2612;PA0958;PA3527;PA1770;PA0546;PA2967;PA5051;PA2991;PA5505;PA4732;PA4758;PA4201;PA1156;PA4069;PA3831;PA5304	PA1779
169	PA0098;PA1224;PA2104;PA5103;PA1384;PA2105;PA2103	PA2524;PA2507;PA2616;PA4092;PA0997;PA0998;PA2513;PA3163;PA1487;PA2508;PA2512;PA4676;PA4865;PA1310
170	PA2944;PA2202;PA3100;PA5281;PA3514;PA1446;PA2904;PA2903;PA2914;PA4006;PA5175;PA4750	PA4918;PA4761;PA5373;PA1602;PA1217;PA4812;PA0195;PA3182;PA2321
171	PA4329;PA0773;PA4403;PA3471;PA0548;PA5223;PA5164;PA5337;PA5013;PA4232;PA3482;PA1770;PA4953;PA4042;PA2641;PA2709;PA2796;PA5063;PA5278;PA4758;PA4201;PA1013;PA1813;PA1821;PA2979;PA5304	PA1326
172	PA4443;PA4225;PA3446;PA3931;PA2682;PA2512;PA4774;PA0523;PA1856;PA1317;PA3392;PA2513;PA2509;PA4226;PA5354;PA0281;PA4228;PA4773;PA3930;PA2507;PA3555;PA0227;PA2412;PA2508;PA2514;PA3814;PA4231;PA2204;PA4230;PA0524;PA4224;PA1319;PA1318	PA1555;PA1557;PA2009;PA1927;PA1723;PA5173;PA2007
173	PA3151;PA0966;PA1535;PA1809;PA0968;PA0604;PA3152;PA0603;PA4211;PA2105	PA5445;PA4092;PA5098;PA4867;PA4073;PA5100;PA4470;PA5035;PA3930;PA5106
174	PA4918;PA1013;PA0357;PA3512;PA1683;PA1984;PA1931;PA5315;PA0089;PA5272	PA3159;PA3629;PA4431;PA5012;PA2826;PA0130;PA3182;PA1081;PA3193
175	PA3584;PA1421;PA3030;PA3561;PA3579;PA1317;PA1602;PA1319;PA1318;PA3582;PA1320;PA1321;PA4811;PA3195;PA4307;PA5508	PA2008;PA4973;PA2444;PA3187;PA2009;PA2443;PA2000;PA2446;PA5095;PA5415;PA4133;PA2445;PA1984;PA2442;PA5100;PA3444;PA3937;PA2232;PA3938;PA5098
176	PA4201;PA2104;PA2105;PA4158;PA2035	PA5445;PA2360;PA2948;PA2327;PA2413;PA2329;PA2446;PA2470;PA2343;PA2445;PA5415;PA2442;PA2272;PA2444;PA2389;PA2373;PA0887;PA2443;PA2352
177	PA1001;PA1000	PA3151;PA3159;PA4192;PA3156;PA3148;PA2105;PA4503;PA3152;PA3155;PA2232;PA3498;PA2104;PA3158
178	PA0997;PA3553;PA3628;PA0998;PA1694;PA1717;PA3559;PA5508;PA1179;PA3552;PA3557;PA1697;PA1725;PA2561;PA0597;PA1696;PA4773;PA0996;PA3554;PA1719;PA3629;PA1701;PA1000;PA1723;PA0999;PA1722;PA1421;PA3558;PA1724;PA1001;PA1716	PA4973;PA5154;PA3366;PA0524;PA3187;PA2009;PA4130;PA4502;PA3364;PA4504;PA4500;PA5155;PA0130;PA4133;PA0865;PA3938;PA0519
179		PA0510;PA0024;PA0025;PA3870;PA0523;PA1856;PA3446;PA0524;PA3392;PA0519;PA2412;PA2691;PA0518;PA3875;PA4470;PA3874;PA3872;PA3814
180	PA5559;PA4246;PA1583;PA4259;PA4740;PA5316;PA4251;PA4276;PA5560;PA5128;PA4464;PA4268;PA4250;PA4238;PA3745;PA5315;PA1092;PA5172;PA2742;PA3637;PA4260;PA4433;PA1581;PA4257;PA2970;PA4256;PA4761;PA1580;PA5570;PA4272;PA1584;PA4274;PA4254;PA5013;PA4267;PA4242;PA4264;PA4262;PA3636;PA5558;PA0546;PA1556;PA4239;PA4245;PA3686;PA4694;PA0432;PA0579;PA5051;PA4563;PA5557;PA5171;PA1582;PA4696;PA0968;PA4253;PA1553;PA4449;PA4271;PA4255;PA4244;PA4273;PA5556;PA4247;PA4248;PA4385;PA1588;PA4568;PA3162;PA4431;PA4258;PA4671;PA4252;PA4249;PA4670;PA4240;PA4241;PA1010;PA4261;PA4211;PA5554;PA4429;PA5555;PA2741	PA5106
181	PA4773;PA0747;PA4973;PA5316;PA2840;PA3558;PA0782;PA2446;PA5471;PA2444;PA2019	PA4443;PA4225;PA2203;PA0844;PA4759;PA3236;PA4442;PA4761;PA4226;PA0281;PA2811;PA4228;PA5417;PA1838;PA0280;PA1140;PA5203;PA4231;PA0282;PA2204;PA4230;PA2202;PA4224;PA4307
182	PA3607;PA1277;PA0363;PA2906;PA5429;PA2905	PA0997;PA2592;PA0998;PA3417;PA4130;PA1249;PA1984;PA1092;PA2008;PA1095;PA1930;PA1657;PA1174;PA3477;PA3418;PA3478;PA3724;PA3148;PA1094;PA3349;PA0179;PA1247;PA3479;PA3476;PA0177;PA4133;PA2365;PA4211;PA2573;PA1086
183	PA2909;PA2675;PA1868;PA2517;PA2922;PA3725;PA1726	PA0768;PA4243;PA0963;PA4741;PA4257;PA0596;PA2970;PA5570;PA5560;PA4696;PA4417;PA4415;PA3645;PA3816;PA3745;PA4273;PA4239;PA1073;PA4406
184	PA1384;PA4158;PA5549;PA0223;PA1382	PA2584;PA2536;PA5336;PA3030;PA0363;PA0749;PA3777;PA3480
185	PA1179;PA3181;PA5302;PA3310;PA1687;PA4455;PA2649;PA4333;PA1552;PA5016;PA3182;PA3193;PA2232;PA3735;PA4307	PA1946;PA3929;PA5100;PA4228;PA4470;PA3930
186	PA4385;PA2649;PA2638;PA4761;PA5367;PA4759;PA1584;PA2645;PA2641;PA2648	PA1874;PA1871;PA4208;PA4211;PA2367;PA2413;PA1902;PA2570;PA2408;PA2366;PA2371;PA1905;PA4226;PA2390;PA1904;PA4228;PA2370;PA2389;PA3724;PA2531;PA1927;PA2412;PA4470;PA4205;PA4230;PA1901;PA2368;PA4206;PA2365;PA1903;PA2407;PA2409;PA4207
187	PA2947;PA0206;PA3505;PA3506;PA0204;PA0205;PA2672;PA0202;PA5173;PA0203;PA4908	PA0768;PA4741;PA3438;PA0296;PA4565;PA5045;PA0298;PA2007;PA1811;PA4242;PA3482;PA1493;PA4953;PA4425;PA3480;PA4006;PA3814;PA0482;PA3792;PA2634;PA1013;PA3742;PA0650;PA4429;PA1073;PA5153
188	PA4771;PA0336;PA0604;PA3152;PA0605;PA0651;PA0603;PA0958;PA2232;PA2105;PA4217	PA1871;PA3724;PA0504;PA3600;PA3364;PA1602;PA2570;PA2811;PA0494;PA3366
189	PA0153;PA4121;PA0098;PA4973;PA0782;PA1927;PA4646;PA1217;PA4207;PA4750;PA4517;PA0036;PA5497;PA0176	PA3554;PA1179;PA3552;PA3553;PA0523;PA1946;PA3584;PA2327;PA3333;PA0524;PA3751;PA2513;PA3364;PA3568;PA3558;PA0887;PA4290;PA2444;PA4773;PA3366;PA1180
190	PA5368;PA0844;PA0685;PA0678;PA3382;PA5297;PA2022;PA0347;PA0677;PA3378;PA3375;PA3377;PA5366;PA3319;PA0681;PA4351;PA3296;PA0684;PA3379;PA2352;PA2340;PA3512;PA3384;PA5367;PA3374;PA0686;PA5369;PA0680;PA3910;PA0679;PA3383;PA0682;PA3380;PA2409;PA0683	PA2514;PA4773;PA5568;PA3030;PA1105
191	PA3929;PA0195;PA3930	PA0510;PA3187;PA5427;PA0518;PA5172;PA0519;PA2193;PA1557;PA1555;PA2009;PA4880;PA1072;PA5230;PA1556;PA5171;PA4500;PA3337;PA0130;PA2194;PA2000;PA5173;PA1999;PA2645;PA2195;PA2648;PA1073
192	PA1757;PA4272;PA0782;PA1553;PA1552;PA0202;PA2968;PA3498;PA0996	PA3687;PA0795;PA3013;PA0796;PA2555;PA3547;PA3540;PA4880;PA3541;PA2815;PA3570;PA3551;PA1135;PA3569;PA3545;PA5452
193	PA4804;PA3320;PA2857;PA1382;PA1659;PA1932;PA1224;PA1460;PA1384;PA5435;PA1393	PA1576;PA1823;PA5221;PA5206;PA3211;PA3294;PA3043;PA0205;PA4808;PA5516;PA0158;PA5445;PA3861
194	PA1095;PA3584;PA0523;PA5152;PA0596;PA0524;PA4880;PA2446;PA1602;PA0887;PA3437;PA1092;PA3582;PA4290	PA1657;PA4443;PA1871;PA5163;PA4230;PA3442;PA3446;PA5164;PA3724;PA3445;PA3935;PA4226;PA2570;PA0283;PA1249;PA5568;PA3444;PA4442
195	PA4225;PA0997;PA2413;PA0998;PA3600;PA2408;PA4687;PA2008;PA2009;PA4226;PA2007;PA4228;PA0996;PA1000;PA2412;PA4708;PA4470;PA5217;PA4231;PA0999;PA4230;PA4224;PA3601	PA0510;PA1179;PA3531;PA0228;PA5354;PA4812;PA3333;PA5355
196	PA1002;PA0999;PA0997;PA2193;PA0998;PA1000;PA1959;PA1001;PA3877;PA3475;PA3155;PA0996	PA4225;PA1694;PA1717;PA4687;PA3195;PA1690;PA1697;PA1725;PA4226;PA4228;PA3182;PA1696;PA1693;PA3570;PA1719;PA1701;PA1695;PA1723;PA1320;PA2444;PA4205;PA1703;PA1691;PA1698;PA1722;PA4230;PA4307;PA3568;PA4206;PA1724;PA0605;PA1319;PA1318;PA1716;PA3569;PA1692
197	PA0997;PA2592;PA4310;PA0998;PA4209;PA4217;PA3151;PA2193;PA2811;PA4228;PA3155;PA1003;PA0996;PA3159;PA0157;PA1000;PA1927;PA0603;PA3333;PA3158;PA0999;PA1001;PA0143	PA3562;PA3584;PA1778;PA3181;PA1421;PA3561;PA3560;PA3194;PA2018;PA1602;PA3877;PA3582;PA3182;PA2019;PA0494;PA3195;PA0222;PA3183
198	PA2584;PA3584;PA0363;PA4761;PA4504;PA3582	PA1667;PA5498;PA3600;PA1984;PA5539;PA5501;PA5538;PA4217;PA2008;PA1514;PA3540;PA2009;PA3361;PA1923;PA2912;PA5499;PA5500;PA1927;PA1501;PA4064;PA0865;PA1518;PA3601;PA5541;PA4065
199	PA0768;PA3642;PA5560;PA4276;PA2828;PA2969;PA4433;PA2513;PA4272;PA4274;PA2019;PA0668;PA4264;PA4846;PA4563;PA2018;PA4271;PA4482;PA5568;PA4248;PA2584;PA4568;PA4431;PA3643;PA4249;PA3645;PA4261;PA4263;PA3822	PA2652;PA1871;PA4973;PA2052;PA5025;PA4236;PA3600;PA3250;PA1249;PA3444;PA5172
200	PA0747;PA2553;PA0998;PA2001;PA0782;PA2248;PA1249;PA2512;PA3366;PA0872;PA2008;PA0795;PA0132;PA2003;PA0870;PA2009;PA2513;PA3361;PA1566;PA2007;PA2012;PA5100;PA2011;PA5098;PA3570;PA2247;PA5353;PA2014;PA4500;PA2081;PA2249;PA2250;PA0865;PA2634;PA2015;PA2555;PA2013;PA2000;PA0887;PA4133;PA1999;PA3569	PA3870;PA4208;PA3600;PA1602;PA3582;PA3195;PA3584;PA3877;PA3182;PA3914;PA1260;PA3384;PA4064;PA3876;PA5497;PA3875;PA2321;PA3183;PA3181;PA3194;PA3193;PA5376;PA5035
201	PA4443;PA2446;PA0051;PA1581;PA4272;PA3364;PA4748;PA2445;PA1584;PA2442;PA3182;PA5445;PA1582;PA2991;PA2444;PA4205;PA3531;PA2000;PA4430;PA5415;PA1999;PA4261;PA4207;PA2648;PA4429	PA4307;PA4225;PA4230;PA4224;PA4226;PA2691;PA4158;PA4228;PA4708;PA4470;PA3405;PA4231
202	PA0872;PA3356;PA2015;PA0407;PA1566;PA2012;PA0357;PA5549;PA3400;PA1375	PA2890;PA2944;PA3187;PA0966;PA3194;PA3047;PA0504;PA1081;PA5270
203	PA3151;PA4051;PA4193;PA4192;PA3156;PA1224;PA2232;PA3155;PA4195;PA4194;PA2104;PA5098	PA1095;PA2981;PA3187;PA1094;PA1249;PA1092
204	PA5559;PA1586;PA4246;PA1583;PA4259;PA4251;PA4389;PA4268;PA3745;PA4269;PA3105;PA2742;PA3861;PA4260;PA4433;PA1589;PA4257;PA4256;PA4272;PA4263;PA4254;PA4242;PA4274;PA4267;PA4239;PA4264;PA4262;PA5558;PA4245;PA1585;PA4640;PA5557;PA1582;PA2014;PA4253;PA3999;PA4271;PA5429;PA4273;PA5556;PA4247;PA4248;PA4385;PA1588;PA4258;PA1587;PA4252;PA4249;PA4240;PA4261;PA0203;PA5554;PA5555	PA3361;PA2105;PA4351;PA0678
205	PA0997;PA2592;PA1871;PA0998;PA4130;PA1249;PA4217;PA1002;PA1657;PA2193;PA3477;PA2587;PA1003;PA1432;PA0996;PA3478;PA3724;PA1000;PA3104;PA1656;PA3479;PA0999;PA3476;PA1659;PA1658;PA1001;PA4133;PA4211;PA0143;PA1660	PA3553;PA3559;PA3552;PA4774;PA3557;PA1317;PA0196;PA2813;PA3556;PA0195;PA4773;PA2019;PA4777;PA1321;PA3554;PA2020;PA2018;PA1024;PA4122;PA1140;PA1320;PA0482;PA2634;PA1319;PA1318
206	PA3151;PA3156;PA0227;PA3148;PA3152;PA4228;PA3155	PA3553;PA0518;PA1092;PA3523;PA3366;PA3559;PA1087;PA1256;PA1095;PA3584;PA3552;PA0523;PA4774;PA3364;PA3556;PA4773;PA5445;PA4777;PA3554;PA3555;PA1701;PA1094;PA4776;PA0524;PA3558;PA2566;PA0887;PA4290;PA1086
207	PA5010;PA2890;PA2944;PA2891;PA2740;PA1421;PA4548;PA1272;PA2683;PA2903;PA0597;PA1668;PA2912;PA2905;PA2962;PA0934	PA4867;PA3187;PA3540;PA4470;PA3600;PA4454;PA3545;PA3541;PA1320;PA3551;PA0750;PA3547;PA4205;PA0865;PA1310
208	PA3822;PA2574;PA2948	PA3013;PA0427;PA3352;PA4250;PA1092;PA5435;PA3356;PA4053;PA4260;PA0501;PA5570;PA5260;PA5337;PA3159;PA3975;PA4934;PA4244;PA5063;PA4385;PA5110;PA4567;PA3742;PA2979
209	PA3476;PA4741;PA3742;PA2446;PA2445;PA2007;PA2442;PA3745;PA2444;PA1432	PA3553;PA0106;PA1217;PA0105;PA3559;PA0107;PA4110;PA3552;PA4774;PA3557;PA3556;PA4773;PA4777;PA3554;PA3555;PA5353;PA0227;PA4776;PA2948;PA2634;PA2536;PA3558;PA5421;PA3120;PA3426;PA0108
210	PA3554;PA3555;PA1179;PA3552;PA4774;PA3553;PA3557;PA1317;PA3558;PA3930;PA1319;PA3556;PA3929;PA1320;PA4776;PA0230;PA4777;PA4773;PA1318;PA1180;PA3559	PA1249;PA1070;PA1717;PA5137;PA5452;PA2969;PA2008;PA3300;PA4771;PA2009;PA1725;PA3713;PA1072;PA2007;PA1696;PA3570;PA1719;PA1701;PA5154;PA1338;PA2014;PA0604;PA2444;PA1341;PA0865;PA2862;PA2015;PA5155;PA2000;PA3569;PA1999;PA1073;PA1692
211	PA4211;PA2862;PA3568;PA5538;PA3601;PA1905;PA4351;PA2412;PA1982;PA5471;PA0602;PA5137;PA3028;PA4209;PA4217	PA3553;PA3187;PA0095;PA3541;PA0080;PA3582;PA2512;PA3195;PA3545;PA3559;PA0872;PA2008;PA1179;PA3552;PA4774;PA3584;PA3557;PA3540;PA0870;PA3561;PA2009;PA2513;PA2007;PA3929;PA3556;PA3182;PA4773;PA1180;PA3930;PA4777;PA3555;PA2323;PA5429;PA2514;PA0865;PA2321;PA3183;PA3181;PA3194;PA3551;PA3547
212	PA3554;PA4307;PA4774;PA5302;PA3553;PA3610;PA3558;PA5304;PA4808;PA3713;PA4042;PA3556;PA4812;PA4776;PA4777;PA4773;PA4810;PA5445;PA4811;PA3559;PA5508	PA1871;PA0106;PA3417;PA3416;PA4528;PA1249;PA2815;PA3516;PA5172;PA2008;PA1930;PA2366;PA1174;PA3540;PA2007;PA3418;PA5100;PA0849;PA0524;PA5173;PA2365;PA3551;PA1562;PA2573;PA3569
213	PA3181;PA2444;PA3187;PA1946;PA2000;PA2250;PA2445;PA3182;PA2321	PA2438;PA5498;PA5500;PA3601;PA5541;PA3600;PA1927;PA2914;PA4065;PA1923;PA2912;PA4064;PA5539;PA5499;PA5501;PA5538;PA2913
214	PA0652;PA1002;PA5372;PA0997;PA3584;PA3159;PA0999;PA3158;PA3579;PA5139;PA0998;PA2323;PA5373;PA1000;PA1602;PA1001;PA3361;PA3582;PA1717;PA0996;PA2321	PA2507;PA4225;PA4230;PA2444;PA4224;PA2009;PA2513;PA4024;PA2446;PA4226;PA2514;PA1326;PA2445;PA1984;PA4228;PA2442;PA5100;PA4231;PA2512;PA2011;PA5106
215	PA1646;PA3628;PA5377;PA0844;PA3236;PA5388;PA0582;PA4810;PA5372;PA5378;PA1930;PA4909;PA4913;PA4811;PA1252;PA5417;PA5379;PA3629;PA1260;PA3232;PA5419;PA5416;PA2862;PA5420;PA5421;PA5415;PA4812;PA5376;PA0108;PA5418	PA2008;PA4973;PA3936;PA3445;PA3442;PA2009;PA3443;PA2014;PA3935;PA2007;PA3523;PA3444;PA3937;PA3938;PA4442
216	PA4246;PA4251;PA4250;PA4676;PA4110;PA4260;PA4257;PA2970;PA4256;PA4272;PA3656;PA4254;PA4274;PA2019;PA4262;PA4243;PA4934;PA2018;PA1927;PA4932;PA5046;PA0316;PA2015;PA3742;PA4069;PA0263;PA2000;PA1999;PA2968;PA4261;PA4263;PA1660;PA4935	PA4443;PA2599;PA3442;PA3446;PA3628;PA4594;PA3931;PA3236;PA3447;PA3938;PA2596;PA2600;PA2083;PA3937;PA5417;PA5379;PA3629;PA0283;PA5419;PA3444;PA2598;PA5416;PA0282;PA2204;PA3445;PA5420;PA5421;PA5415;PA5418
217	PA2813;PA4812;PA2811;PA4810;PA2812;PA4811	PA3476;PA3187;PA3446;PA3937;PA5560;PA2513;PA3443;PA4504;PA3444;PA0958;PA2514;PA4217
218	PA0999;PA4127;PA4124;PA0997;PA4163;PA2536;PA4128;PA0998;PA1000;PA4122;PA4125;PA4180;PA2408;PA1984;PA1092;PA4123;PA4158;PA1001;PA4121;PA0996;PA1693	PA3553;PA3600;PA0293;PA3541;PA5539;PA5501;PA5538;PA3552;PA3557;PA3540;PA3556;PA1923;PA2913;PA3554;PA3555;PA4189;PA5500;PA4064;PA3558;PA3601;PA5541;PA0263;PA4065;PA4188;PA3547
219	PA4443;PA3517;PA5080;PA2061;PA5367;PA3522;PA2412;PA3516;PA3929;PA4486;PA5516;PA1384;PA2105	PA3187;PA0106;PA3195;PA5435;PA1792;PA1179;PA4774;PA3182;PA4773;PA3478;PA3050;PA3554;PA5084;PA3724;PA2323;PA4776;PA0074;PA2321;PA3183;PA0112;PA3181;PA2555;PA3194
220	PA4051;PA1505;PA1224;PA4464;PA2541;PA3333;PA3814	PA2566;PA3505;PA4069;PA1561;PA3004;PA1553;PA0263;PA4839;PA3345;PA4470;PA0494;PA3570;PA3526
221	PA3554;PA0083;PA1179;PA3552;PA3553;PA1511;PA3558;PA3556;PA4773;PA2264;PA1180;PA3559	PA0510;PA4443;PA2203;PA4193;PA3442;PA1756;PA3446;PA3935;PA3931;PA0518;PA1984;PA2594;PA3938;PA0519;PA4442;PA0523;PA1856;PA3392;PA3443;PA2691;PA0281;PA2600;PA3937;PA0025;PA4192;PA1838;PA0280;PA0283;PA3444;PA3936;PA4195;PA5103;PA4205;PA3872;PA0282;PA2204;PA3445;PA0524;PA3449;PA4207
222	PA5214;PA1095;PA1690;PA0204;PA4885;PA4152;PA1082;PA1310	PA3975;PA2203;PA2080;PA1756;PA1809;PA5221;PA5310;PA2212;PA0927;PA0810;PA1811;PA2104;PA3028;PA2105;PA1375
223	PA4225;PA2711;PA4230;PA0596;PA4224;PA2893;PA4226;PA4158;PA0202;PA4228;PA4231	PA2507;PA3651;PA3584;PA1518;PA3392;PA0228;PA0226;PA2513;PA0293;PA0227;PA2014;PA2412;PA2508;PA2648;PA2514;PA4811
224	PA4225;PA4163;PA4230;PA5171;PA3187;PA4973;PA0604;PA4880;PA4226;PA4228;PA0603;PA5172;PA5046;PA5497;PA1770	PA1421;PA3557;PA2018;PA0196;PA1024;PA3556;PA0195;PA2019;PA0494;PA5445;PA5217
225	PA1317;PA0095;PA5067;PA4251;PA3361;PA1464	PA3914;PA1257;PA3320;PA3870;PA2553;PA5155;PA1249;PA2815;PA3877;PA2012;PA1982;PA3875;PA3155;PA3876;PA3874;PA3872
226	PA4910;PA4443;PA0106;PA4912;PA4911;PA3516;PA3236;PA0105;PA3523;PA3195;PA5435;PA0107;PA4909;PA0196;PA4913;PA3182;PA2806;PA5417;PA4588;PA4694;PA1982;PA2321;PA3792;PA3517;PA2862;PA3181;PA5420;PA5421;PA2809;PA1326;PA0108	PA2553;PA2001;PA2248;PA0494;PA3366;PA0872;PA2008;PA0523;PA5302;PA0870;PA2009;PA2007;PA3478;PA2247;PA2249;PA2250;PA2444;PA0865;PA3479;PA0524;PA2555;PA2000;PA1999;PA5304
227	PA4973;PA4771;PA3600;PA0782;PA1319;PA1609;PA0500;PA1320;PA4065;PA1318	PA4910;PA0747;PA5096;PA2553;PA5388;PA3236;PA1256;PA5106;PA1946;PA2009;PA5354;PA2012;PA5100;PA5417;PA2011;PA5098;PA5379;PA3570;PA4980;PA1260;PA2014;PA4205;PA5416;PA2015;PA2555;PA3568;PA5420;PA2013;PA4206;PA0793;PA5421;PA2000;PA2889;PA1999;PA4207;PA3569;PA5355
228	PA4038;PA4973;PA3392;PA0323;PA0325;PA0685;PA0263;PA5388;PA4375;PA4517;PA0107	PA2981;PA2891;PA3560;PA3156;PA0679;PA3152;PA3513;PA1602;PA1104;PA3498;PA5435
229	PA4727;PA0427;PA4416;PA4687;PA3170;PA3107;PA4956;PA2612;PA3001;PA4865;PA1770;PA0965;PA4483;PA4947;PA2623;PA2709;PA4385;PA3627;PA4069;PA1459;PA2976;PA4937	PA4771;PA2969
230	PA3554;PA1027;PA3651;PA2553;PA1904;PA2815;PA3929;PA4773;PA4217	PA1694;PA3236;PA1717;PA1690;PA1697;PA1725;PA1696;PA5417;PA1693;PA5379;PA1719;PA1701;PA1695;PA1723;PA1703;PA1691;PA1722;PA1698;PA5420;PA1724;PA1716;PA1692;PA5418
