feature	positive_signature	negative_signature
159	PA0999;PA0997;PA5427;PA0998;PA1000;PA4988;PA1001;PA2408;PA3337;PA0996	PA3151;PA3159;PA3156;PA3148;PA3152;PA3832;PA1320;PA2828;PA4124;PA3155;PA4470;PA5445;PA3158
160	PA3553;PA2553;PA3187;PA2001;PA4024;PA2446;PA2248;PA1984;PA1070;PA1342;PA3559;PA5452;PA0872;PA2008;PA0795;PA1071;PA1179;PA3552;PA3557;PA0870;PA2009;PA4502;PA4504;PA1072;PA2445;PA2007;PA2442;PA5100;PA2012;PA1074;PA3556;PA4506;PA4773;PA2443;PA1180;PA1340;PA5098;PA3554;PA3159;PA2011;PA3570;PA3555;PA2247;PA4010;PA2014;PA4503;PA4500;PA5095;PA2249;PA2250;PA2444;PA0865;PA4496;PA4505;PA4973;PA2555;PA3558;PA2013;PA5453;PA2000;PA5415;PA1999;PA1073;PA3569;PA5106	PA0510;PA3584;PA4771;PA3579;PA4122;PA3582;PA2253;PA3874;PA1321
161	PA2711;PA3540;PA1317;PA0228;PA2515;PA0447;PA2513;PA2248;PA2446;PA2514;PA1319;PA3570;PA1320;PA2508;PA1318;PA1999;PA2512;PA3569;PA2011;PA1321	PA4443;PA3870;PA1254;PA1249;PA1256;PA3552;PA4774;PA3392;PA2813;PA2811;PA4375;PA2083;PA3877;PA4773;PA3874;PA4865;PA4777;PA1260;PA2323;PA0262;PA3876;PA3875;PA3872;PA3558;PA1081;PA5272
162	PA3151;PA4973;PA2638;PA3187;PA2649;PA0226;PA0228;PA0227;PA3152;PA5415;PA3155	PA4225;PA1661;PA3553;PA0077;PA0088;PA0079;PA0078;PA3582;PA0080;PA1092;PA3559;PA5508;PA1087;PA1657;PA1095;PA3584;PA3552;PA4774;PA2193;PA3557;PA4226;PA3556;PA0090;PA4228;PA4773;PA0075;PA3478;PA4777;PA3554;PA3555;PA0089;PA3724;PA1094;PA0084;PA0072;PA0085;PA1656;PA0262;PA3479;PA0087;PA0083;PA4231;PA2685;PA4230;PA1659;PA4224;PA3558;PA1658;PA1660;PA1086;PA5304
163	PA4588;PA3584;PA3181;PA4771;PA3187;PA3100;PA3579;PA1287;PA2323;PA3194;PA2570;PA3582;PA3182;PA3193;PA3195;PA3874;PA2321;PA3183;PA5508	PA4385;PA1514;PA5070;PA1281;PA4761;PA1518;PA1927;PA0920;PA1501;PA4759;PA2408;PA5429;PA4064;PA1140;PA2512;PA3333;PA2913
164	PA4230;PA0851;PA4226;PA4228;PA1049;PA4231	PA0510;PA4193;PA3600;PA0518;PA3541;PA5539;PA0519;PA5538;PA3545;PA0523;PA1856;PA3540;PA3392;PA2691;PA3877;PA3874;PA3914;PA4192;PA5500;PA2412;PA4064;PA3875;PA3872;PA0524;PA3601;PA5541;PA4065;PA3551;PA3547
165	PA2652;PA4310;PA3187;PA1694;PA3582;PA1717;PA3526;PA1095;PA3584;PA1690;PA1697;PA1725;PA5100;PA1696;PA4811;PA1693;PA1719;PA1701;PA1695;PA1723;PA1463;PA4939;PA1703;PA1691;PA1722;PA1698;PA4520;PA2654;PA1724;PA1716;PA1081;PA1692;PA5106	PA5103;PA2204;PA4064;PA2083
166	PA1224;PA4195;PA3361;PA0494	PA3151;PA3159;PA3486;PA3187;PA3148;PA3156;PA3152;PA4504;PA0958;PA3155;PA3158;PA4688
167	PA5368;PA0685;PA0678;PA3382;PA1752;PA2022;PA2035;PA0347;PA2105;PA0677;PA1256;PA4110;PA3378;PA3375;PA3377;PA5366;PA3319;PA0681;PA1580;PA3296;PA2104;PA3379;PA2352;PA2103;PA3384;PA5367;PA3374;PA0686;PA5369;PA3910;PA0679;PA3383;PA3380	PA1095;PA0157;PA3187;PA1094;PA1278;PA1470;PA4504;PA1092;PA5394;PA3475;PA1086;PA1087
168	PA3628;PA5177;PA5377;PA0844;PA2408;PA1984;PA3236;PA0361;PA5538;PA5372;PA5378;PA3584;PA5417;PA2352;PA5379;PA5419;PA1052;PA5416;PA5420;PA5421;PA5415;PA5376;PA5418	PA0895;PA3517;PA0363;PA0932;PA0896;PA0897;PA0865;PA5304;PA1432;PA1890
169	PA2947;PA0844;PA0685;PA0678;PA3382;PA2022;PA0347;PA0677;PA3378;PA3375;PA3584;PA3377;PA3319;PA0681;PA4351;PA0687;PA3296;PA0684;PA3379;PA2352;PA3384;PA5367;PA3232;PA3374;PA0686;PA3372;PA5369;PA0680;PA3479;PA1130;PA3910;PA0679;PA3383;PA0682;PA3380;PA5162;PA0683	PA3552;PA5221;PA1317;PA2014;PA1080;PA1105;PA4932;PA1081;PA1180;PA4110
170	PA3553;PA2248;PA1249;PA2512;PA3366;PA3559;PA1179;PA3552;PA4774;PA3557;PA2513;PA2813;PA2811;PA3556;PA4773;PA1180;PA4777;PA3554;PA2507;PA3555;PA2247;PA2249;PA2250;PA2508;PA4776;PA2514;PA3558;PA0920	PA3719;PA3540;PA4153;PA2446;PA2022;PA0958;PA5445;PA4205
171	PA4418;PA0134;PA2518;PA1628;PA2061;PA3043;PA0602;PA5549;PA1432	PA0363;PA1756;PA2893;PA0782;PA3313;PA2644;PA3989;PA4810;PA1757;PA4749;PA5372;PA0501;PA1179;PA5277;PA0851;PA3030;PA5349;PA1638;PA0502;PA4234;PA0749;PA5453;PA5415;PA2647
172	PA0747;PA2553;PA0106;PA4733;PA0228;PA4912;PA1984;PA0105;PA2512;PA0113;PA0107;PA0795;PA3300;PA4909;PA2513;PA4913;PA2012;PA3570;PA2011;PA2507;PA0794;PA2247;PA3232;PA2249;PA2508;PA2514;PA1982;PA0112;PA2862;PA2555;PA4520;PA3568;PA2013;PA5421;PA0887;PA4290;PA3569;PA0108	PA1657;PA3914;PA1661;PA4208;PA3607;PA1659;PA1317;PA4206;PA4205;PA1927;PA0051;PA2570;PA1319;PA1656;PA3875;PA1320;PA1318;PA4207;PA4470;PA4865;PA4217
173	PA3554;PA3555;PA1179;PA3552;PA4774;PA3553;PA3557;PA3558;PA4502;PA3556;PA3582;PA4776;PA4777;PA4773;PA1180;PA3559	PA1719;PA3479;PA1701;PA3872;PA3910;PA0524;PA3874;PA3601;PA1000;PA3600;PA2000;PA3875;PA1692;PA0958;PA1696;PA3478;PA5538;PA1693;PA4217
174	PA0083;PA0999;PA0091;PA3584;PA3476;PA2685;PA0089;PA0082;PA0077;PA0095;PA0079;PA0084;PA0085;PA0078;PA0080;PA3582;PA0090;PA0074;PA0081;PA5304;PA0087	PA3187;PA2553;PA2248;PA2446;PA1070;PA4688;PA5452;PA1071;PA4504;PA1072;PA2445;PA4228;PA2442;PA2012;PA2443;PA2011;PA3570;PA5154;PA1338;PA2014;PA3232;PA0604;PA2250;PA2272;PA2444;PA2321;PA4230;PA2862;PA2015;PA2555;PA3568;PA2013;PA5155;PA2000;PA5415;PA0887;PA0605;PA1318;PA4290;PA1073;PA3569
175	PA1455;PA1809;PA2368;PA1279;PA1808;PA0934	PA0872;PA4092;PA5171;PA0870;PA3540;PA3627;PA5298;PA4454;PA4880;PA0263;PA5172;PA0439;PA3547;PA0865;PA5106
176	PA4144	PA3666;PA4259;PA5316;PA4944;PA4251;PA4464;PA3352;PA4268;PA4250;PA1457;PA3745;PA4238;PA4237;PA2742;PA4406;PA4260;PA4433;PA1581;PA2638;PA1589;PA1580;PA4272;PA3656;PA3361;PA5337;PA4274;PA4254;PA4242;PA4267;PA4751;PA4264;PA5499;PA4245;PA0579;PA4563;PA3351;PA3617;PA0555;PA1609;PA4244;PA4273;PA4247;PA3814;PA1588;PA4568;PA3162;PA4258;PA1587;PA1610;PA3742;PA4249;PA4252;PA4263;PA4241;PA2741
177	PA3914;PA3876;PA2948;PA3870;PA1920;PA2944;PA3187;PA2009;PA2000;PA2446;PA2445;PA4228;PA3877;PA3875;PA2444;PA1999;PA0865;PA3874;PA3872	PA3553;PA3446;PA3600;PA3582;PA1092;PA0494;PA3559;PA1095;PA1179;PA3552;PA4774;PA3557;PA0281;PA3556;PA4773;PA5445;PA1180;PA4777;PA3554;PA3555;PA1094;PA4776;PA0112;PA3558;PA4454;PA1086
178	PA0091;PA2536;PA0089;PA5281;PA0504;PA0084;PA2446;PA2541;PA2445;PA0078;PA1320;PA1319;PA2444;PA1318;PA0087	PA0106;PA1905;PA1902;PA0108;PA1001;PA1904;PA3541;PA3929;PA1903;PA4211;PA0112;PA0996;PA4209;PA0107
179	PA2507;PA0232;PA0231;PA2555;PA1317;PA0228;PA0226;PA1287;PA2513;PA0447;PA2509;PA0227;PA2514;PA2682;PA0242;PA4899;PA2508;PA0230;PA2512;PA2515;PA2011	PA3097;PA4211;PA2644;PA1904;PA4290;PA1905;PA2648;PA3193;PA3195;PA4217
180	PA3531;PA2649;PA5420;PA3088;PA0504;PA4880;PA2446;PA5415;PA2444;PA2637	PA4225;PA4202;PA0998;PA3600;PA0242;PA5538;PA2513;PA3364;PA4226;PA4123;PA4228;PA5390;PA4122;PA4158;PA4470;PA3876;PA3875;PA3333;PA4231;PA4230;PA4224;PA3601
181	PA0510;PA5171;PA0836;PA1555;PA1557;PA5427;PA4236;PA1561;PA0295;PA5173;PA0518;PA3337;PA0958;PA4812;PA5172;PA3155;PA1556;PA0519	PA3479;PA4225;PA1871;PA4230;PA4224;PA3724;PA2513;PA2412;PA4226;PA3361;PA3929;PA4228;PA3814;PA4231;PA2514;PA4470;PA4205;PA2857;PA3930
182	PA1694;PA1717;PA1317;PA1697;PA1690;PA1725;PA1696;PA1693;PA1321;PA1719;PA1701;PA1695;PA1723;PA1320;PA1703;PA1691;PA1722;PA1698;PA1724;PA1319;PA1318;PA1716;PA1692	PA0082;PA0077;PA0088;PA0079;PA3600;PA0080;PA0078;PA0494;PA5538;PA3874;PA0084;PA0085;PA4064;PA5443;PA0074;PA3875;PA0087;PA0083;PA2685;PA5541;PA4065;PA0089
183	PA4225;PA1646;PA3628;PA5377;PA2893;PA0844;PA3236;PA5372;PA5378;PA3557;PA5373;PA4226;PA5516;PA5417;PA5379;PA3629;PA5419;PA5416;PA4224;PA5420;PA5421;PA5415;PA5376;PA5418	PA0872;PA2008;PA5522;PA2009;PA3935;PA1320;PA2444;PA3936;PA0865;PA3569;PA3570
184	PA3609;PA3608;PA2553;PA3452;PA2248;PA0976;PA1342;PA2008;PA2009;PA3713;PA2007;PA2014;PA2250;PA2444;PA4708;PA1341;PA0865;PA3607;PA4758;PA1421;PA2015;PA2555;PA2013;PA2000;PA0009;PA1073;PA5119;PA3610	PA4225;PA0997;PA0082;PA0077;PA0998;PA0088;PA0078;PA3584;PA4226;PA0090;PA4228;PA0996;PA3914;PA0091;PA0089;PA1000;PA0072;PA0084;PA0085;PA0074;PA0083;PA0999;PA0504;PA1001;PA0087
185	PA2685;PA2339;PA2944;PA1146;PA2217;PA1552;PA4290	PA4217;PA5141;PA2673;PA2013;PA0051;PA3758;PA4068;PA0143;PA5270
186	PA4088;PA0336;PA0887;PA0682;PA0102;PA4188;PA4854;PA5272	PA1447;PA4031;PA0098;PA3030;PA0773;PA5281;PA1809;PA4524;PA2810;PA2626;PA5228;PA4486;PA4274;PA4538;PA2105;PA1375;PA4749
187	PA3476;PA3687;PA3547;PA3540;PA3542;PA3541;PA3551;PA0203;PA2569;PA0266;PA1384;PA3498;PA3545;PA2776	PA4307;PA1701;PA4310;PA0524;PA1100;PA1080;PA5415;PA3713;PA1081;PA4777
188	PA4695;PA0997;PA3495;PA0998;PA1000;PA1001;PA4855;PA4854;PA4484;PA4217	PA0747;PA3719;PA3446;PA2553;PA0228;PA2248;PA2682;PA0444;PA2512;PA3366;PA5106;PA2008;PA0132;PA3552;PA0523;PA1946;PA2009;PA2513;PA2509;PA5354;PA5100;PA2012;PA2019;PA2011;PA5098;PA3570;PA2507;PA2711;PA5353;PA2247;PA0227;PA2014;PA2249;PA2250;PA2508;PA4829;PA2514;PA4205;PA0524;PA2015;PA2555;PA1511;PA2013;PA0263;PA2000;PA1999;PA3569;PA5355
189	PA2553;PA2570;PA1984;PA5172;PA4209;PA4217;PA0872;PA2008;PA0870;PA2009;PA4226;PA3361;PA2007;PA2012;PA3478;PA2011;PA5171;PA2014;PA3876;PA0865;PA3333;PA3479;PA4231;PA4230;PA5436;PA2015;PA2555;PA4224;PA2013;PA2000;PA1999;PA3569;PA4307	PA1002;PA0999;PA0997;PA3517;PA2812;PA0998;PA1000;PA4696;PA1024;PA1001;PA0996;PA3516;PA2811;PA2587;PA2813;PA1003;PA1432
190	PA3151;PA3156;PA1287;PA3148;PA3152;PA2104;PA0011;PA5175;PA5103;PA2105	PA3553;PA0430;PA2408;PA1092;PA3559;PA3526;PA1087;PA1095;PA1179;PA3552;PA4774;PA3557;PA3556;PA4773;PA1180;PA4777;PA3554;PA3555;PA1094;PA2412;PA4776;PA3558;PA1086
191	PA0228;PA1694;PA2682;PA1249;PA1717;PA2512;PA1225;PA1179;PA1027;PA1690;PA1725;PA2513;PA2509;PA1696;PA2011;PA1693;PA2507;PA1701;PA0227;PA1723;PA2508;PA2514;PA1703;PA1691;PA1722;PA1698;PA2013;PA1724;PA1716;PA3569	PA2204;PA1778;PA4206;PA0844;PA0897;PA3366
192	PA4593;PA2061;PA2343;PA2518;PA3521;PA1638	PA1078;PA0024;PA4458;PA5366;PA4740;PA4947;PA4252;PA1582;PA1080;PA4255;PA1584;PA4425;PA3645;PA5161;PA2796;PA0266;PA3482;PA1155;PA1079
193	PA4130;PA2248;PA2512;PA4810;PA2105;PA0872;PA1179;PA1317;PA2513;PA4811;PA1180;PA3554;PA2247;PA4010;PA2249;PA2250;PA5082;PA2514;PA2015;PA3558;PA2000;PA4133;PA1318;PA1905;PA4307	PA4207
194	PA1871;PA3719;PA4733;PA0106;PA3415;PA3417;PA3416;PA0105;PA1092;PA1342;PA0175;PA0107;PA5213;PA0795;PA1930;PA1179;PA3418;PA1135;PA5445;PA0176;PA0796;PA3724;PA3349;PA3232;PA0179;PA2623;PA2641;PA3476;PA3568;PA2566;PA0887;PA4290;PA2573	PA4443;PA2948;PA2944;PA5049;PA3875;PA5568
195	PA4443;PA4193;PA3442;PA3935;PA2570;PA2351;PA1249;PA0011;PA3447;PA0185;PA0872;PA2295;PA3443;PA2309;PA0281;PA2086;PA3937;PA0996;PA2356;PA4192;PA2294;PA0280;PA0283;PA2307;PA1246;PA3444;PA0193;PA3448;PA3936;PA4194;PA0186;PA2084;PA0282;PA2204;PA3445;PA2015;PA2350;PA0184;PA2296;PA0530;PA2357	PA4588;PA0132;PA3121;PA3100;PA2513;PA5354;PA2514;PA0750
196	PA3609;PA1277;PA3607;PA3608;PA5118;PA4645;PA2906;PA1224;PA3610;PA0072;PA4646;PA2905;PA0018;PA0074;PA0075;PA2352	PA0747;PA5427;PA4236;PA3477;PA0179;PA1249;PA2815;PA1984;PA3418;PA0958;PA2573;PA3478;PA3479
197	PA2947;PA5171;PA1555;PA1557;PA5427;PA1224;PA4351;PA0295;PA5173;PA5172;PA1556;PA2105	PA0232;PA3438;PA4208;PA3446;PA0228;PA0998;PA3600;PA1217;PA5471;PA3552;PA0523;PA4613;PA1856;PA2513;PA4773;PA1180;PA0227;PA1000;PA2514;PA0865;PA4470;PA4205;PA3814;PA0524;PA3558;PA4206;PA1001;PA4211;PA4207
198	PA4443;PA2203;PA2599;PA4193;PA3446;PA3442;PA3935;PA3931;PA2594;PA2512;PA3447;PA2310;PA3938;PA4442;PA1179;PA2513;PA3443;PA2309;PA0281;PA2083;PA3937;PA1180;PA2062;PA2308;PA4192;PA1493;PA4010;PA1838;PA0280;PA0283;PA5429;PA2307;PA3444;PA2598;PA2514;PA3936;PA3448;PA4195;PA5103;PA4194;PA0186;PA2084;PA0282;PA2204;PA3445;PA2202;PA3449;PA0184	PA5372;PA2008;PA3187;PA2323;PA5373;PA1602;PA2007;PA2263;PA2321;PA3183
199	PA0157;PA0085;PA1319	PA0510;PA4443;PA3442;PA3446;PA3600;PA3935;PA3931;PA0518;PA2594;PA3938;PA0519;PA4442;PA3552;PA0523;PA3392;PA3443;PA0281;PA1173;PA3937;PA3874;PA0024;PA0283;PA4064;PA3444;PA3936;PA3875;PA3872;PA3445;PA0524;PA1421;PA3601;PA5541
200	PA2553;PA3187;PA2413;PA5172;PA0036;PA3195;PA4688;PA4771;PA5570;PA3182;PA3314;PA2382;PA5171;PA2531;PA2412;PA0035;PA2272;PA2321;PA3183;PA4973;PA3181;PA3194;PA3193	PA3553;PA0164;PA4810;PA3366;PA3559;PA5508;PA3562;PA1179;PA3552;PA4774;PA1946;PA3557;PA3561;PA3556;PA4773;PA4121;PA4811;PA5445;PA1180;PA4777;PA3554;PA1927;PA4776;PA3558;PA4454;PA4812
201	PA1095;PA2512;PA1421;PA1094;PA2513;PA1092;PA2514;PA1087	PA1694;PA1717;PA2105;PA3151;PA1179;PA3552;PA1690;PA1697;PA1725;PA1696;PA1180;PA1693;PA3554;PA1719;PA1701;PA1695;PA1723;PA1703;PA1691;PA1722;PA1698;PA4307;PA1724;PA1716;PA1692
202	PA2507;PA3320;PA3584;PA1179;PA0228;PA0227;PA2513;PA2509;PA0400;PA2514;PA2682;PA5119;PA5056;PA2508;PA2512;PA2105;PA3379	PA0999;PA4443;PA4594;PA0077;PA4073;PA0085;PA2007;PA0080;PA0081
203	PA1382;PA1717;PA3131;PA1628;PA0324;PA5315;PA4750;PA5106	PA3666;PA3719;PA2217;PA2843;PA2363;PA3970;PA3426;PA2445;PA1140;PA4839;PA2370;PA4044;PA2443;PA4865;PA4442
204	PA5281;PA2585;PA1432;PA5522;PA0298	PA0997;PA4130;PA1602;PA4810;PA0872;PA2008;PA0870;PA2009;PA2007;PA5100;PA3182;PA4811;PA0996;PA1000;PA2018;PA2249;PA3337;PA0865;PA3183;PA3607;PA5436;PA2000;PA4133;PA1999;PA4812;PA5304;PA5106
205	PA3914;PA4741;PA3870;PA4201;PA1287;PA4778;PA2605;PA2007;PA3874;PA3872;PA3479	PA1719;PA0523;PA1687;PA2329;PA0887;PA2826;PA0281;PA1982;PA1464;PA5549
206	PA4031;PA3607;PA4771;PA3608;PA4563;PA1966;PA4109	PA3476;PA4211;PA5171;PA2193;PA1557;PA5427;PA4236;PA4130;PA3477;PA0084;PA0179;PA0295;PA4133;PA3337;PA5172;PA5497;PA0519
207	PA2507;PA4973;PA3181;PA0231;PA3446;PA3187;PA0228;PA0227;PA2513;PA0263;PA2514;PA2508;PA2512;PA4517;PA1375;PA2019	PA1274;PA1602;PA3516;PA3582;PA5539;PA5508;PA5372;PA1179;PA3552;PA3584;PA3579;PA4761;PA0196;PA5445;PA1719;PA1701;PA1094;PA1927;PA1024;PA1723;PA2253;PA0482;PA3517;PA1421;PA1692
208	PA3553;PA1694;PA3236;PA1717;PA3559;PA3552;PA4774;PA3557;PA1690;PA1697;PA1725;PA3556;PA1696;PA4773;PA4121;PA1693;PA3554;PA1719;PA3555;PA1701;PA1695;PA1723;PA4776;PA1703;PA1691;PA1722;PA1698;PA3558;PA3120;PA1724;PA5415;PA1716;PA1692	PA2813;PA2811;PA4217
209	PA4189;PA5140;PA1287;PA4205;PA3522;PA1024;PA0530;PA4207;PA1319;PA1249;PA2889;PA1092;PA3523;PA1320;PA3521;PA3479;PA1321	PA4125;PA4415;PA5539;PA5501;PA5538;PA4217;PA1555;PA4128;PA3217;PA4123;PA4121;PA3874;PA4846;PA3030;PA4027;PA4122;PA1927;PA4064;PA3333;PA3872;PA5270;PA4127;PA5541;PA4133;PA4065;PA2607;PA4124
210	PA4133;PA1341;PA1566;PA2811;PA2813	PA3187;PA2512;PA3195;PA3584;PA1856;PA1317;PA2163;PA2513;PA2164;PA3182;PA4773;PA3554;PA2507;PA2160;PA2147;PA2323;PA2508;PA1320;PA2514;PA2321;PA3183;PA3181;PA3194;PA0606;PA1319;PA1318;PA2263;PA3193
211	PA5074;PA3735;PA3802;PA3475;PA4254;PA4274;PA3803;PA0266;PA4839;PA4264	PA3320;PA2981;PA3446;PA3443;PA0607;PA1249;PA3444;PA5497
212	PA4225;PA3553;PA3442;PA3446;PA5070;PA3187;PA4415;PA3559;PA3151;PA1179;PA3552;PA4774;PA3557;PA3443;PA4226;PA3556;PA4228;PA4773;PA3937;PA1180;PA4777;PA3554;PA3555;PA3148;PA4776;PA3444;PA4231;PA4230;PA4224;PA3558;PA4455	PA5372;PA3584;PA4771;PA2444;PA0870;PA5373;PA0782;PA2446;PA1602;PA2000;PA5415;PA2445;PA3582;PA2442;PA1140;PA0494;PA5445;PA0865;PA1310;PA5508
213	PA0997;PA4211;PA0998;PA1902;PA2195;PA5435;PA4209;PA4217;PA1002;PA2193;PA3361;PA1904;PA0996;PA3478;PA3724;PA1000;PA2023;PA0865;PA3333;PA4205;PA3479;PA0999;PA3476;PA2194;PA4569;PA1901;PA4206;PA1001;PA1903;PA1905;PA4207	PA3914;PA1179;PA1920;PA4973;PA1317;PA2446;PA0530;PA1319;PA2445;PA3337;PA2442;PA2444;PA2263;PA4919;PA1180
214	PA1274;PA3609;PA3607;PA4771;PA3608;PA4645;PA5202;PA5140;PA3713;PA5429;PA0552;PA1638;PA3610	PA0747;PA2553;PA0106;PA0105;PA0107;PA1930;PA0178;PA1904;PA3929;PA2012;PA3418;PA3570;PA2247;PA2014;PA2250;PA0174;PA0865;PA3333;PA0112;PA0177;PA2015;PA2555;PA2000;PA1905;PA2573;PA0108;PA5106
215	PA4443;PA4225;PA2204;PA4230;PA4224;PA2009;PA2513;PA0782;PA4226;PA2514;PA4228;PA2512;PA4442;PA4231;PA5106	PA2265;PA3584;PA2944;PA4771;PA3452;PA3560;PA0164;PA3579;PA3364;PA1927;PA1602;PA3582;PA2264;PA3366;PA2913
216	PA0851;PA2675;PA1726;PA4003;PA4211;PA4506;PA0030	PA4741;PA3013;PA3745;PA4237;PA1532;PA0401;PA4406;PA4053;PA4433;PA2970;PA0890;PA5570;PA2541;PA5337;PA4243;PA4417;PA4244;PA2965;PA5063;PA5110;PA3742;PA3918;PA4670;PA4240;PA1010;PA2741
217	PA3553;PA4130;PA3559;PA3552;PA4774;PA3557;PA1317;PA3556;PA3929;PA0195;PA4773;PA3930;PA4777;PA3554;PA3555;PA1321;PA1320;PA4776;PA3121;PA2634;PA3558;PA3120;PA1319;PA1318	PA3187;PA5427;PA3600;PA5172;PA0494;PA3195;PA3540;PA1555;PA1557;PA3877;PA3182;PA1556;PA5171;PA2323;PA3337;PA5082;PA2321;PA3183;PA4973;PA3181;PA3194;PA5173;PA3193
218	PA2340;PA2507;PA2247;PA2513;PA2248;PA4880;PA2249;PA3236;PA2338;PA2512;PA0865	PA1667;PA0997;PA1661;PA1666;PA0998;PA1694;PA1249;PA1662;PA1717;PA4217;PA1002;PA1657;PA2193;PA1697;PA1725;PA3443;PA2691;PA1696;PA1003;PA0996;PA1432;PA1693;PA1719;PA1701;PA1695;PA0849;PA1000;PA1723;PA1656;PA3444;PA4205;PA1703;PA0999;PA3476;PA1722;PA1698;PA1659;PA1658;PA1724;PA1668;PA1001;PA1716;PA1660;PA1692
219	PA4225;PA1249;PA3151;PA2008;PA0872;PA0870;PA2009;PA4351;PA4226;PA2007;PA4228;PA3478;PA3159;PA1320;PA2444;PA0865;PA4231;PA3479;PA4230;PA3310;PA4224;PA3152;PA1318;PA3542;PA3547	PA1669;PA4505;PA3181;PA4774;PA0523;PA0524;PA0228;PA2011;PA4502;PA3364;PA4504;PA1072;PA2012;PA4506;PA3195;PA3333;PA3559
220	PA1586;PA4246;PA4259;PA5316;PA4251;PA4276;PA4250;PA4238;PA4268;PA3745;PA4269;PA2742;PA1155;PA1581;PA4260;PA4433;PA4257;PA4256;PA4272;PA3656;PA4254;PA4274;PA4239;PA4267;PA4262;PA4264;PA0579;PA4253;PA4271;PA4273;PA5046;PA4247;PA5568;PA4248;PA4385;PA2584;PA3162;PA4258;PA3770;PA4252;PA4249;PA4670;PA4240;PA4261;PA2976;PA4263;PA4241	PA5416;PA2160;PA2147;PA2151;PA5420;PA2144;PA2163;PA5421;PA3600;PA4880;PA2165;PA2412;PA0896;PA2152;PA2164;PA3236;PA5417;PA4172;PA2153;PA5418
221	PA4310;PA4911;PA1092;PA3582;PA0494;PA3195;PA0401;PA5435;PA3584;PA2638;PA4504;PA3182;PA4163;PA1838;PA2321;PA3183;PA4505;PA3181;PA3531;PA3194;PA5192;PA2645;PA3193	PA3870;PA4208;PA3553;PA1902;PA2512;PA3559;PA4217;PA0132;PA2003;PA3552;PA3557;PA4073;PA2513;PA3556;PA3877;PA5100;PA3874;PA3914;PA4091;PA2514;PA3876;PA5217;PA3875;PA3872;PA4205;PA2685;PA4513;PA3558;PA4206;PA2000;PA1999;PA4211;PA3569;PA4207
222	PA0945;PA1792;PA3651;PA0363;PA3310;PA4569;PA2629;PA5560;PA0944;PA3643;PA0421;PA5131;PA1674;PA3821;PA2828;PA5554;PA2019;PA0350;PA5304;PA4307;PA2969	PA3417;PA4130;PA1249;PA5172;PA1657;PA2366;PA1174;PA1555;PA1905;PA5354;PA1904;PA1173;PA1556;PA3478;PA5353;PA5171;PA2920;PA1247;PA1658;PA5173;PA2365;PA1903;PA4211;PA4207
223	PA0945;PA1070;PA4810;PA5435;PA0662;PA5452;PA4504;PA1072;PA2811;PA4811;PA1340;PA1770;PA3570;PA1338;PA4333;PA3004;PA4808;PA5425;PA1341;PA4496;PA4505;PA2862;PA3568;PA4812;PA1337;PA3569	PA4193;PA4192;PA3449;PA3443;PA5020;PA4158;PA4470;PA2550
224	PA2340;PA4910;PA0999;PA0997;PA3476;PA0998;PA4912;PA1000;PA1001;PA3236;PA4172;PA0996;PA2153	PA2008;PA4225;PA3552;PA3553;PA4230;PA4224;PA2009;PA4226;PA2007;PA4228;PA5100;PA4231;PA5106
225	PA4910;PA2947;PA3446;PA1628;PA4912;PA4911;PA3938;PA5452;PA3443;PA0196;PA2822;PA3937;PA5154;PA4192;PA1338;PA1061;PA3444;PA4908;PA4496;PA2204;PA2862;PA0203;PA0108	PA0872;PA2008;PA2634;PA4771;PA0870;PA3319;PA2009;PA2000;PA2446;PA5304;PA0896;PA5173;PA2445;PA2007;PA1999;PA5172;PA0865;PA5445;PA5106
226	PA2444;PA1557;PA1317;PA5427;PA3601;PA3600;PA1319;PA2813;PA2811;PA1092;PA3337;PA1320;PA1318;PA2263;PA3569	PA3554;PA3555;PA4307;PA1179;PA3552;PA3553;PA1701;PA3557;PA3558;PA2514;PA3556;PA4776;PA0958;PA1104;PA4773;PA2232;PA1696;PA1180;PA3559
227	PA4973;PA5171;PA0604;PA1430;PA0254;PA0603;PA5172;PA1432	PA1655;PA3553;PA3552;PA1637;PA0196;PA3361;PA4123;PA0195;PA4773;PA4121;PA5445;PA1693;PA4777;PA3554;PA4122;PA1024;PA1320;PA0482;PA2634;PA4975;PA4124;PA1692
228	PA1585;PA1095;PA3584;PA3552;PA1094;PA2412;PA5422;PA1092;PA2023;PA2253;PA2232;PA5445;PA4217	PA3914;PA4973;PA5152;PA3187;PA1946;PA0954;PA4130;PA4502;PA4500;PA4504;PA5153;PA1070;PA3877;PA0036;PA1073;PA3366;PA2321;PA5452
229	PA3651;PA2685;PA0523;PA0524;PA4272;PA2018;PA2446;PA4500;PA3822;PA2445;PA2442;PA4006;PA2444;PA3821;PA3820;PA0494;PA2443	PA1871;PA3721;PA4153;PA3361;PA1249;PA3478;PA3479
230	PA3187;PA4125;PA2263;PA3582;PA0494;PA3195;PA2264;PA3545;PA5508;PA3584;PA4123;PA3182;PA4121;PA1260;PA2323;PA4122;PA2321;PA2261;PA3183;PA0083;PA2265;PA3181;PA3194;PA4124;PA3193;PA0087	PA2507;PA0895;PA1179;PA3552;PA4193;PA4192;PA4973;PA3517;PA2513;PA3522;PA1927;PA2514;PA0896;PA3523;PA2512;PA5304;PA3333;PA2011
