feature	positive_signature	negative_signature
81	PA4208;PA4235;PA1902;PA2644;PA3105;PA4217;PA0795;PA2639;PA3300;PA4771;PA1580;PA4068;PA1770;PA3639;PA0796;PA1750;PA3004;PA0500;PA2991;PA1140;PA0865;PA3875;PA4205;PA5505;PA2649;PA5436;PA1658;PA4430;PA0887;PA4211;PA2648	PA1779;PA4777
82	PA1667;PA0997;PA2592;PA4208;PA1661;PA4211;PA1666;PA3156;PA0998;PA1902;PA2195;PA2570;PA1662;PA4209;PA4217;PA1002;PA1657;PA3151;PA2193;PA3477;PA3361;PA1904;PA3155;PA3478;PA0996;PA3724;PA1000;PA1656;PA3333;PA3479;PA0999;PA3476;PA2194;PA1901;PA1659;PA4206;PA3152;PA1658;PA1668;PA1001;PA4133;PA1903;PA1905;PA1660;PA4207	PA0523;PA0524;PA3187;PA2555;PA2009;PA2513;PA2000;PA4226;PA2514;PA2682;PA0130;PA4228;PA5100;PA0530;PA1319;PA2512
83	PA4225;PA4706;PA4230;PA4224;PA4470;PA2413;PA4708;PA2531;PA3600;PA2412;PA3601;PA4226;PA2390;PA4158;PA2408;PA4228;PA2407;PA2389;PA2409;PA4707;PA4231	PA2444;PA1174;PA4236;PA2446;PA0130;PA2445;PA1173;PA3877;PA1562;PA4812
84	PA1317;PA4230;PA4375;PA0685	PA2981;PA2891;PA4201;PA0851;PA3315;PA0679;PA1668;PA3096;PA0934
85	PA0510;PA5427;PA4236;PA4130;PA0518;PA1049;PA5172;PA0519;PA0523;PA2193;PA1557;PA1555;PA5230;PA1556;PA5171;PA1561;PA5429;PA3337;PA5497;PA4205;PA2194;PA0524;PA0836;PA4206;PA1658;PA0295;PA4133;PA5173;PA2195;PA4207	
86	PA4973;PA3181;PA4771;PA3187;PA1317;PA2009;PA2000;PA0242;PA2321;PA3182;PA4687;PA3195;PA2382;PA0865;PA3183	PA3553;PA4941;PA3582;PA4750;PA3559;PA5508;PA1095;PA1179;PA3552;PA4774;PA3584;PA3557;PA3556;PA4773;PA5445;PA1180;PA4777;PA3554;PA3555;PA1094;PA4776;PA5443;PA1421;PA3558;PA4455;PA4454;PA0887
87	PA4283;PA4910;PA2677;PA3628;PA5377;PA0844;PA0678;PA1602;PA3236;PA5372;PA3579;PA1317;PA5373;PA5417;PA5379;PA5171;PA5419;PA4284;PA5416;PA5420;PA5421;PA1326;PA5418	PA3187;PA3600;PA2446;PA3832;PA5435;PA2008;PA4771;PA2009;PA4504;PA1423;PA2445;PA2007;PA2442;PA2443;PA5445;PA5082;PA2444;PA4517;PA0865;PA2321;PA5415;PA0887
88	PA3554;PA3555;PA0083;PA1179;PA3552;PA4774;PA3553;PA3557;PA4091;PA2536;PA3558;PA0084;PA0085;PA2541;PA3556;PA1982;PA4776;PA4777;PA4773;PA3559;PA5098	PA4385;PA1871;PA2649;PA3187;PA4761;PA0750;PA4130;PA4880;PA5304;PA4133;PA3541;PA4676;PA5445;PA0865;PA4307;PA5272
89	PA5559;PA1586;PA4246;PA1583;PA4259;PA4740;PA4251;PA4130;PA4270;PA4250;PA4238;PA4269;PA3820;PA0158;PA0519;PA4260;PA1589;PA4257;PA4256;PA4761;PA1580;PA4272;PA1584;PA4254;PA4274;PA4267;PA4239;PA4262;PA5558;PA1585;PA0579;PA4241;PA5557;PA4253;PA4255;PA4271;PA4273;PA5046;PA5556;PA5505;PA4385;PA1588;PA4258;PA1587;PA4252;PA4240;PA4261;PA5554;PA5555	PA3476;PA4470;PA0494;PA1505;PA2412
90	PA1667;PA0997;PA2592;PA1661;PA1871;PA4211;PA0998;PA1902;PA4130;PA2195;PA1217;PA1249;PA4209;PA4217;PA1002;PA1657;PA2193;PA3477;PA3361;PA1904;PA0996;PA3478;PA3724;PA1000;PA1656;PA3333;PA3479;PA0999;PA3476;PA1130;PA2194;PA1901;PA1658;PA1668;PA1001;PA4133;PA1903;PA1905;PA1660	PA1602;PA1856
91	PA2151;PA4880;PA4351;PA2165;PA2416;PA2152;PA2164;PA4158;PA4172;PA5304;PA2153;PA5508	PA3553;PA2553;PA2682;PA2512;PA3559;PA1179;PA3552;PA0523;PA4774;PA3557;PA2513;PA2691;PA1072;PA2012;PA4773;PA1180;PA2011;PA3554;PA2507;PA3555;PA2014;PA1024;PA2508;PA2514;PA0524;PA3558;PA4455;PA2013
92	PA4307;PA3609;PA5436;PA3713;PA0018;PA3610	PA1871;PA3459;PA2366;PA2367;PA1174;PA3724;PA2553;PA4236;PA4880;PA1249;PA2815;PA3418;PA1562;PA2573;PA3479
93	PA2445;PA2444	PA1874;PA0510;PA4443;PA4208;PA4193;PA3442;PA3553;PA3446;PA1661;PA3935;PA3931;PA2570;PA1217;PA2594;PA3582;PA0518;PA1662;PA3447;PA0494;PA3938;PA0519;PA3559;PA1657;PA3584;PA3552;PA0523;PA4774;PA1856;PA3392;PA2513;PA3443;PA3877;PA5100;PA4773;PA3937;PA3874;PA4777;PA3554;PA3914;PA0024;PA4776;PA3444;PA3936;PA3448;PA4195;PA3875;PA3872;PA3876;PA4205;PA0524;PA3558;PA4206;PA1658;PA0263;PA4211;PA4207
94	PA4588;PA3601;PA5541;PA3600;PA4065;PA4064;PA5539;PA4470;PA5538	PA3553;PA2512;PA4810;PA3559;PA3151;PA3552;PA0098;PA3557;PA2513;PA3556;PA4773;PA3155;PA5445;PA4811;PA3554;PA3159;PA4776;PA2514;PA3158;PA3558;PA2566;PA3152;PA4812
95	PA3187;PA4740;PA5427;PA5174;PA3820;PA5435;PA0872;PA1657;PA5302;PA4257;PA1555;PA1557;PA2009;PA4272;PA4748;PA4274;PA4262;PA4264;PA1556;PA4934;PA5051;PA4271;PA3337;PA0865;PA5436;PA1659;PA2950;PA3742;PA4249;PA1658;PA2000;PA4430;PA2968;PA4261;PA4263;PA5049;PA5304	PA1525;PA1003
96	PA1694;PA1717;PA3584;PA1317;PA1697;PA1690;PA1725;PA1696;PA4121;PA1693;PA1719;PA1701;PA1695;PA1723;PA1320;PA1703;PA1691;PA1722;PA1698;PA1724;PA1319;PA1318;PA1716;PA1692	PA2685;PA1856;PA0084;PA4504;PA0254;PA4207;PA4205
97	PA2553;PA3187;PA0095;PA2446;PA0518;PA1984;PA1070;PA2569;PA4810;PA0519;PA0872;PA2008;PA0523;PA1555;PA3392;PA2009;PA2007;PA4811;PA1556;PA3148;PA2249;PA2250;PA0865;PA0524;PA2555;PA2000;PA0887;PA1999;PA4812;PA4290	PA0999;PA3476;PA3375;PA0997;PA3724;PA0998;PA2513;PA2018;PA3513;PA2514;PA1686;PA0530;PA2512;PA3479;PA2019
98	PA0222;PA4861;PA2517;PA0749;PA3896;PA1726;PA4376;PA0602;PA0030	PA4741;PA3013;PA1583;PA5560;PA4276;PA4268;PA4415;PA3745;PA3646;PA5435;PA4406;PA4053;PA4433;PA1581;PA1505;PA4257;PA2638;PA2970;PA5570;PA4748;PA2605;PA5337;PA4232;PA4239;PA4751;PA4262;PA1770;PA4243;PA3159;PA3686;PA0579;PA1582;PA4417;PA4244;PA4273;PA2796;PA3814;PA3162;PA4670;PA3645;PA1010;PA1794
99	PA2058;PA1868;PA3589;PA3725	PA5163;PA4740;PA3043;PA3139;PA4257;PA0966;PA5164;PA1552;PA1584;PA3636;PA3159;PA3629;PA3686;PA2967;PA1582;PA4255;PA2796;PA4418;PA1588;PA1156;PA4252;PA3645;PA5161;PA4241
100	PA1002;PA5213;PA0999;PA0997;PA0275;PA3415;PA0998;PA1000;PA3349;PA0679;PA1001;PA3352;PA0996;PA3348;PA4812;PA3316;PA4810;PA1432	PA3584;PA3552;PA1701;PA5436;PA4740;PA3047;PA2014;PA0519;PA0424;PA4759;PA2444;PA5435;PA5568;PA2011;PA4110
101	PA2446;PA1694;PA1717;PA5137;PA1690;PA1697;PA1725;PA2445;PA2442;PA1696;PA4121;PA2443;PA1693;PA1719;PA1701;PA1695;PA0954;PA1723;PA2444;PA1703;PA1691;PA1722;PA1698;PA1724;PA5415;PA1716;PA1692	PA3562;PA3584;PA3560;PA3582
102	PA4443;PA3553;PA5316;PA4276;PA4268;PA3745;PA2742;PA4433;PA3552;PA3807;PA5570;PA0932;PA4272;PA3656;PA4748;PA4274;PA4264;PA4262;PA0579;PA4563;PA4271;PA5239;PA4273;PA3183;PA4248;PA2584;PA4568;PA4567;PA3742;PA4249;PA4670;PA4263;PA5049;PA2741	PA0157;PA4470;PA3601;PA0604;PA4912;PA3600;PA1927;PA0958;PA1384;PA5538
103	PA2652;PA4385;PA2947;PA4307;PA1277;PA4310;PA3608;PA1276;PA3531;PA0164;PA4761;PA2903;PA5304;PA4759;PA4839;PA5413;PA3350;PA0494;PA4971;PA3526	PA3553;PA3442;PA3187;PA3446;PA3935;PA3931;PA2310;PA3938;PA3687;PA4774;PA3443;PA3556;PA3182;PA4773;PA3937;PA2019;PA4777;PA3554;PA2018;PA4776;PA3444;PA3936;PA4205;PA2321;PA0482;PA3445;PA3558;PA4207;PA3193
104	PA1871;PA5163;PA4211;PA1902;PA2195;PA2570;PA4217;PA3477;PA3361;PA1904;PA0958;PA3478;PA3724;PA4708;PA3479;PA3476;PA1901;PA5162;PA2000;PA0605;PA1903;PA1905	PA0083;PA4127;PA0091;PA0082;PA0095;PA0077;PA0088;PA0079;PA0849;PA0084;PA0072;PA0085;PA2813;PA0080;PA0078;PA2811;PA0090;PA0074;PA1982;PA0089;PA0087
105	PA0747;PA3553;PA5522;PA2248;PA3356;PA3559;PA4110;PA3552;PA2009;PA5100;PA4773;PA3570;PA5098;PA3554;PA2776;PA1437;PA2247;PA5312;PA2249;PA2250;PA0865;PA2000;PA1999;PA1326;PA5304;PA5106	PA3151;PA3097;PA1078;PA3486;PA4310;PA5074;PA4307;PA3148;PA3152;PA1081;PA1080;PA0897;PA1104;PA3155;PA0494;PA1693;PA3158;PA3095
106	PA4443;PA2203;PA4193;PA3442;PA1756;PA2599;PA3446;PA3935;PA3931;PA1249;PA2594;PA3447;PA2310;PA3938;PA4442;PA2328;PA3443;PA2309;PA0281;PA2086;PA2600;PA0195;PA2083;PA3937;PA1432;PA2062;PA4588;PA4694;PA2308;PA4192;PA1493;PA5025;PA1838;PA0280;PA0283;PA1246;PA3444;PA2598;PA5103;PA3121;PA4194;PA3448;PA1247;PA3936;PA0186;PA2084;PA0282;PA2204;PA4195;PA3445;PA2202;PA3449;PA3120;PA0184	PA0872;PA2008;PA3584;PA4613;PA5302;PA0870;PA1317;PA2009;PA0849;PA5304;PA1602;PA2007;PA3582;PA0865;PA5445
107	PA3417;PA1252;PA1382;PA4901	PA2947;PA4741;PA4246;PA5316;PA4740;PA5560;PA4464;PA1249;PA4250;PA5315;PA5172;PA2742;PA4406;PA4260;PA4433;PA1581;PA4432;PA1589;PA3635;PA2970;PA4256;PA4257;PA1580;PA5570;PA4272;PA1584;PA4263;PA4274;PA0609;PA4242;PA4262;PA4245;PA4934;PA0432;PA0579;PA4563;PA5557;PA1276;PA1582;PA5051;PA5171;PA4255;PA4244;PA5239;PA4932;PA4273;PA4247;PA5568;PA4567;PA4258;PA4671;PA3742;PA5553;PA3822;PA5555;PA3569;PA4935
108	PA1258;PA3910;PA2163;PA5570;PA3384;PA2566;PA0679;PA3364;PA3382;PA3361;PA4209;PA2155;PA1931;PA4172;PA4810;PA3366;PA2153;PA4452;PA4217	PA4868
109	PA4089;PA2675	PA3666;PA4741;PA5163;PA4246;PA1583;PA4259;PA5316;PA4403;PA4944;PA4251;PA4464;PA4268;PA4250;PA1457;PA3745;PA4238;PA4237;PA2742;PA4406;PA4260;PA4433;PA1581;PA2604;PA4257;PA2638;PA2970;PA4256;PA5570;PA1580;PA4272;PA1552;PA3656;PA1584;PA5337;PA4274;PA4254;PA5013;PA4267;PA4751;PA4262;PA4264;PA1770;PA4242;PA4245;PA4239;PA0579;PA4563;PA0555;PA4253;PA3348;PA1609;PA4425;PA4244;PA5143;PA2623;PA4273;PA4247;PA3814;PA4248;PA1588;PA2634;PA3162;PA4568;PA4258;PA4671;PA1587;PA3742;PA4252;PA4249;PA4240;PA4263;PA4241;PA2741
110	PA3607;PA1277;PA3608;PA0363;PA5118;PA2906;PA2904;PA4109;PA2905;PA1275;PA1272	PA3476;PA0177;PA5058;PA2366;PA5171;PA1174;PA3724;PA4236;PA3477;PA0179;PA2365;PA1249;PA3418;PA4211;PA2573;PA3103;PA1247;PA3479
111	PA1809;PA0782;PA2446;PA2248;PA4416;PA4415;PA0872;PA5302;PA2009;PA4412;PA2445;PA2442;PA2011;PA5236;PA2247;PA4410;PA2014;PA2018;PA2249;PA2250;PA4417;PA2444;PA0865;PA4418;PA4414;PA2015;PA2013;PA2000;PA5415;PA1999;PA4411;PA5304	PA4588;PA3476;PA3517;PA1260;PA2862;PA0106;PA4909;PA4912;PA2513;PA1927;PA2514;PA2682;PA3516;PA4913;PA0105;PA1982;PA2512;PA0112;PA2321;PA1256
112	PA3159;PA2339;PA3719;PA2059;PA0838;PA3384;PA0685;PA4351;PA0678;PA2570;PA1686;PA1566;PA5516;PA2104;PA3380;PA5175;PA3478;PA3479	PA2008;PA1292;PA4483;PA2009;PA1470;PA4415;PA1081;PA5203;PA5394
113	PA0997;PA3870;PA0998;PA2512;PA3028;PA1002;PA1856;PA2513;PA3929;PA3877;PA0996;PA3930;PA3914;PA1000;PA2514;PA3876;PA3875;PA3872;PA0999;PA2204;PA3531;PA0920;PA1001	PA3719;PA0106;PA3600;PA3582;PA0105;PA5137;PA4687;PA0107;PA4613;PA2009;PA1072;PA4913;PA5100;PA5154;PA0849;PA5082;PA4470;PA5217;PA0865;PA0112;PA2862;PA3568;PA3569;PA1073;PA0108
114	PA3629;PA2584;PA2592;PA5366;PA5038;PA5367;PA3217;PA2943;PA5429;PA5369;PA2968;PA4839;PA2828;PA4750;PA3479;PA0965	PA4910;PA0747;PA3187;PA3582;PA3195;PA3366;PA5508;PA0872;PA2003;PA0870;PA2009;PA3364;PA4148;PA4226;PA5354;PA4228;PA4152;PA3182;PA3710;PA3570;PA5353;PA2014;PA5082;PA0865;PA0879;PA3183;PA3181;PA2555;PA3568;PA4153;PA3569;PA5355
115	PA0336;PA4594;PA3315;PA2675;PA4226;PA3352;PA1457;PA4810;PA3028;PA4971	PA3310;PA5051;PA4867;PA0773;PA5560;PA0263;PA5429;PA5425;PA3582;PA1748
116	PA0510;PA3870;PA5176;PA0518;PA4810;PA0519;PA5372;PA0523;PA1856;PA3392;PA2691;PA3877;PA4811;PA3874;PA3914;PA0025;PA0024;PA3876;PA3875;PA3872;PA3814;PA0524;PA4812	PA2514;PA3337;PA0849;PA3187
117	PA1260;PA1502;PA1514;PA2144;PA1487;PA0887;PA3361;PA3437;PA2155;PA1931;PA4290;PA1077;PA5153	PA0232;PA1871;PA0228;PA2512;PA0158;PA3366;PA2513;PA3364;PA2019;PA0447;PA2011;PA2507;PA3724;PA0227;PA2018;PA2508;PA2514;PA4194;PA4758;PA2000;PA1999;PA4211;PA5554;PA0009;PA5304
118	PA2438;PA5498;PA4172;PA3540;PA5500;PA3601;PA5541;PA3600;PA1927;PA4065;PA3541;PA1923;PA2912;PA5539;PA5499;PA4064;PA3551;PA5538;PA2913	PA5106;PA4225;PA4230;PA4224;PA4226;PA4504;PA4228;PA5100;PA3938;PA4442;PA4231;PA5098
119	PA3554;PA1655;PA1095;PA0482;PA3552;PA4774;PA3553;PA2317;PA3557;PA2634;PA3558;PA4073;PA4122;PA0196;PA1024;PA3556;PA0195;PA4776;PA4773;PA5445;PA4777	PA3151;PA0999;PA3476;PA0997;PA2592;PA3187;PA3148;PA5192;PA0998;PA0604;PA1000;PA1430;PA3152;PA1001;PA1432;PA0603;PA0996
120	PA2677;PA1535;PA4548;PA1725;PA1280;PA0602;PA1279;PA1432	PA0685;PA3600;PA2446;PA1070;PA5539;PA5538;PA5508;PA4217;PA0523;PA3392;PA1072;PA2445;PA1923;PA2922;PA4228;PA3182;PA5445;PA3874;PA4064;PA2444;PA0865;PA0357;PA3875;PA5416;PA3183;PA0524;PA3601;PA5541;PA2000;PA5415;PA4065;PA4290;PA1073
121	PA3151;PA3159;PA1095;PA4918;PA3156;PA3148;PA1094;PA3152;PA2105;PA3294;PA1092;PA2739;PA3155;PA1086;PA2104;PA3158;PA1087	PA2019;PA0254;PA2018;PA4771
122	PA3607;PA3310;PA4777;PA4194;PA0075;PA3610	PA0747;PA2553;PA3187;PA3417;PA2248;PA1249;PA2815;PA1984;PA5172;PA3366;PA2008;PA1946;PA2009;PA1072;PA2007;PA3929;PA1340;PA0865;PA2555;PA2000;PA5173;PA1999;PA1562;PA2573
123	PA0228;PA0226;PA2248;PA2682;PA2408;PA1984;PA2512;PA2105;PA1179;PA2513;PA2509;PA3570;PA2011;PA2507;PA2247;PA0227;PA2014;PA2249;PA2250;PA5429;PA2508;PA2514;PA0865;PA4230;PA2555;PA2000;PA1999;PA3569	PA1095;PA0997;PA3517;PA3181;PA0998;PA1525;PA4309;PA2811;PA1092;PA3523;PA3182;PA3777;PA1087
124	PA3642;PA4771;PA3560;PA4455;PA1966;PA1959;PA0920;PA4810;PA4811;PA1638;PA4688	PA4910;PA2553;PA0106;PA2682;PA3582;PA4217;PA0107;PA1930;PA2193;PA1174;PA1905;PA2513;PA1904;PA3418;PA5100;PA3570;PA1693;PA1701;PA3250;PA3333;PA2015;PA2555;PA5541;PA4211;PA3569;PA5106
125	PA1787;PA3187;PA4333;PA2446;PA4430;PA5415;PA2445;PA4812;PA2442;PA2444;PA4810;PA5445;PA5355	PA4706;PA4225;PA4230;PA4513;PA4224;PA4470;PA2413;PA4708;PA3600;PA2412;PA4226;PA4158;PA2408;PA4228;PA2407;PA2389;PA2409;PA4707;PA4231
126	PA0008;PA0523;PA0524;PA0106;PA1254;PA2408;PA1256	PA4496;PA4127;PA2947;PA0997;PA5357;PA3553;PA2891;PA1602;PA1686;PA2514;PA0887;PA3929;PA1326;PA2512;PA1384;PA2011
127	PA0945;PA1274;PA3609;PA3651;PA3607;PA3608;PA3610;PA4645;PA3721;PA1534;PA3713;PA0975;PA1638;PA4688	PA3687;PA2015;PA3250;PA4500;PA3551;PA3582;PA4776;PA4506;PA2550
128	PA0652;PA5559;PA4246;PA4007;PA1583;PA2858;PA4251;PA1984;PA3745;PA3105;PA2742;PA4260;PA4433;PA1581;PA4257;PA4256;PA4254;PA4242;PA3001;PA4267;PA4232;PA4264;PA4262;PA5558;PA4239;PA4700;PA0432;PA0579;PA5171;PA5557;PA4626;PA1582;PA4450;PA4274;PA2623;PA4273;PA5556;PA4247;PA4248;PA4385;PA1588;PA4568;PA4258;PA4249;PA4240;PA0887;PA4261;PA5554;PA3822;PA4241;PA5119;PA4935	PA3601;PA3361;PA1303
129	PA4727;PA4758;PA4201;PA5080;PA4483;PA4069;PA4956;PA2612;PA1562;PA4687;PA5304;PA4937;PA5505;PA3214	PA1637;PA4975;PA3521
130	PA3505;PA5549;PA0324;PA0204;PA4342	PA3792;PA3088;PA4565;PA3618;PA4429;PA2742
131	PA0652;PA5559;PA4937;PA4246;PA4007;PA1583;PA4259;PA5069;PA4251;PA4944;PA5242;PA4941;PA4464;PA4268;PA4238;PA1092;PA2742;PA4260;PA1581;PA4257;PA4256;PA4761;PA3807;PA5570;PA4272;PA3656;PA1584;PA5337;PA4274;PA4254;PA3001;PA4267;PA4751;PA4264;PA4262;PA5558;PA4232;PA5013;PA4242;PA4239;PA4245;PA0432;PA0579;PA4563;PA5557;PA1582;PA4253;PA4255;PA4271;PA4244;PA2623;PA4942;PA4273;PA5556;PA4247;PA4248;PA1787;PA4385;PA1588;PA4568;PA3162;PA0336;PA4258;PA1587;PA4252;PA5066;PA4671;PA5068;PA4249;PA1821;PA4240;PA1010;PA4261;PA2976;PA5554;PA4241;PA5304;PA5119;PA4935	
132	PA0997;PA2592;PA1661;PA0998;PA2195;PA0399;PA1002;PA0872;PA1657;PA4771;PA2080;PA1946;PA2193;PA3477;PA3361;PA2587;PA1003;PA0996;PA1432;PA3724;PA1000;PA2081;PA1656;PA3479;PA0999;PA3476;PA2194;PA1658;PA1001;PA4211;PA0143;PA2579	PA0132;PA0196;PA0130;PA5100;PA0195;PA3569;PA5106;PA3570;PA5098
133	PA0652;PA5559;PA4246;PA4259;PA4740;PA4251;PA4268;PA4238;PA1092;PA3313;PA5172;PA4269;PA2744;PA3637;PA4260;PA4433;PA4257;PA4256;PA3807;PA5570;PA4956;PA4272;PA4274;PA4254;PA3001;PA4267;PA4242;PA4264;PA4262;PA4239;PA3050;PA4694;PA0579;PA5171;PA4241;PA5557;PA1582;PA4696;PA4253;PA4255;PA4042;PA4271;PA4450;PA5239;PA4273;PA4247;PA5568;PA4248;PA0083;PA4385;PA1588;PA3525;PA3162;PA4431;PA4258;PA4671;PA4252;PA4249;PA4670;PA4430;PA4240;PA3831;PA5173;PA4261;PA5554;PA3822;PA5555	PA2887;PA0157;PA5538;PA1303;PA5106
134	PA3159;PA1502;PA4430;PA1584;PA3155;PA2232	PA4225;PA4230;PA1130;PA4224;PA0228;PA0227;PA2513;PA4226;PA2514;PA0606;PA4228;PA0230;PA3444;PA4708;PA2512;PA3333;PA4231
135		PA0510;PA0024;PA0025;PA3870;PA0523;PA3446;PA1856;PA0524;PA3392;PA3600;PA0519;PA3931;PA2691;PA0518;PA3875;PA2600;PA3938;PA3874;PA3872;PA5497
136	PA4443;PA1310;PA2967;PA4872;PA0323;PA4351;PA0202;PA2103	PA0363;PA3603;PA3088;PA4234;PA4988;PA5422;PA4376;PA5349;PA0897
137	PA1798;PA2103;PA2857;PA2104;PA2105;PA1375;PA3814	PA0768;PA0895;PA0363;PA0342;PA5066;PA0072;PA1280;PA3043;PA4417;PA2811;PA3777;PA5471;PA4786;PA3314
138	PA4163;PA4128;PA4125;PA4180;PA2813;PA2811;PA4123;PA4124;PA4121;PA2812	PA3476;PA5452;PA0958
139	PA1871;PA4208;PA5163;PA4211;PA2553;PA1902;PA4130;PA2446;PA2570;PA1217;PA1092;PA3366;PA4209;PA1087;PA4217;PA2008;PA1095;PA1930;PA0132;PA2003;PA0872;PA2009;PA4207;PA3361;PA1904;PA2445;PA2007;PA3418;PA3478;PA0176;PA3724;PA1094;PA0179;PA0865;PA4205;PA3479;PA1130;PA1901;PA2566;PA4206;PA2000;PA4133;PA1999;PA1903;PA1905;PA2573;PA5355	PA4588;PA4973;PA4771;PA4670;PA2811;PA0316
140	PA5069;PA3834;PA3171;PA3861;PA4956;PA3001;PA4232;PA3482;PA1770;PA3214;PA3987;PA4947;PA4042;PA4450;PA4425;PA3213;PA2709;PA1787;PA4732;PA1588;PA3162;PA3627;PA5068;PA4411	PA3719
141	PA1581;PA2970;PA3636;PA3512;PA5570;PA0530;PA2914;PA4415;PA2645;PA4159;PA4429;PA3028	PA1798;PA5436;PA4563;PA4956;PA4646;PA4812;PA2976;PA4284;PA1726
142	PA3553;PA4130;PA4759;PA1070;PA3559;PA5372;PA1179;PA3552;PA5373;PA1552;PA1072;PA2012;PA0958;PA0750;PA1180;PA2011;PA3554;PA4867;PA0302;PA5505;PA1808;PA3558;PA4133;PA1806;PA1073	PA3378;PA3910;PA3319;PA0681;PA0685;PA3383;PA3382;PA0494;PA3379
143	PA2943	PA3870;PA1920;PA3600;PA1217;PA5539;PA5501;PA5435;PA5538;PA5508;PA3151;PA3877;PA1923;PA2012;PA3182;PA5499;PA3874;PA5500;PA1927;PA4064;PA0879;PA3865;PA5497;PA3875;PA3876;PA3181;PA3601;PA5541;PA2013;PA3152;PA4065;PA1073;PA3569
144	PA4433;PA3609;PA3608;PA4563;PA3506;PA0202;PA0080	PA2553;PA0106;PA4733;PA2248;PA1249;PA0105;PA5172;PA3195;PA3356;PA0792;PA5452;PA0872;PA2008;PA3300;PA1174;PA2009;PA2007;PA3418;PA1135;PA3570;PA0796;PA5171;PA0179;PA4500;PA2249;PA2250;PA0865;PA1247;PA2015;PA2555;PA2000;PA1905;PA2573;PA3569;PA0108;PA5153;PA2550
145	PA3554;PA3555;PA4225;PA3651;PA3553;PA3552;PA3557;PA4230;PA4470;PA4224;PA3558;PA2412;PA4226;PA2408;PA4228;PA0105;PA4231;PA2409;PA4687;PA4688;PA0107	PA0196;PA1927;PA5435;PA3120;PA1024
146	PA2948;PA4973;PA1317;PA2105;PA1319;PA1318;PA1320;PA2232;PA2104	PA3553;PA3582;PA1092;PA0494;PA3559;PA1087;PA1095;PA1179;PA3552;PA4774;PA3584;PA3557;PA3556;PA4773;PA1180;PA4777;PA3554;PA3555;PA1094;PA0604;PA4776;PA0603;PA3476;PA4918;PA1421;PA3558;PA2566;PA0605;PA0606;PA1086
147	PA4910;PA0106;PA1646;PA5377;PA3628;PA0844;PA4912;PA4911;PA3236;PA0582;PA5137;PA5452;PA5378;PA4909;PA4913;PA5417;PA5379;PA5353;PA1927;PA5419;PA5416;PA4908;PA2862;PA3568;PA5420;PA5421;PA5415;PA0266;PA5376;PA0108;PA5418	PA0872;PA4973;PA4774;PA0870;PA3319;PA2009;PA0678;PA0865;PA3479
148	PA4329;PA4403;PA5322;PA4740;PA4756;PA5128;PA3471;PA0548;PA3832;PA3313;PA3834;PA2744;PA0401;PA0934;PA5277;PA5080;PA0373;PA0660;PA3527;PA3482;PA1770;PA1585;PA3686;PA0796;PA3977;PA4483;PA4042;PA4425;PA2648;PA3117;PA2709;PA3480;PA2796;PA5063;PA0482;PA4758;PA2649;PA4430;PA4316;PA3831;PA1010;PA5554;PA1794;PA5555	PA1535;PA3417;PA3416;PA1927
149	PA5559;PA4804;PA1438;PA1446;PA3512;PA0204;PA4415;PA3832;PA3252;PA3636	PA4931;PA3916;PA4645;PA0407;PA0330;PA4812;PA1464;PA1726
150	PA1095;PA4163;PA2193;PA1094;PA4500;PA1249;PA1092;PA4750;PA1086;PA1087	PA3151;PA4051;PA4193;PA4192;PA1224;PA3361;PA2232;PA5162;PA4195;PA4194
151	PA4918;PA0401;PA0402;PA0403;PA1959;PA3217;PA3831;PA5471;PA3182;PA2264;PA3183	PA1874;PA1667;PA1661;PA4208;PA4211;PA1666;PA1902;PA1670;PA0051;PA2570;PA1662;PA4144;PA4217;PA3294;PA3361;PA1904;PA0851;PA1927;PA1320;PA0865;PA4205;PA1669;PA2948;PA1511;PA1901;PA4513;PA1659;PA4206;PA1658;PA0263;PA1668;PA4133;PA1318;PA1903;PA1905;PA4207
152	PA4385;PA0510;PA1179;PA4163;PA0524;PA1589;PA1013;PA4918;PA3742;PA4250	PA1874;PA1871;PA4208;PA4211;PA1902;PA2446;PA2329;PA2570;PA2195;PA1217;PA4209;PA4217;PA0132;PA1856;PA2193;PA1317;PA3361;PA1904;PA2445;PA2442;PA3478;PA3724;PA1927;PA1656;PA2444;PA4205;PA3479;PA1130;PA2194;PA1901;PA2566;PA4206;PA5415;PA1319;PA1318;PA1903;PA1905;PA0704;PA4207
153	PA4910;PA3517;PA2862;PA5377;PA4909;PA4912;PA1525;PA4911;PA2903;PA4528;PA4908;PA3516;PA1982;PA4517;PA4980	PA3187;PA0228;PA0226;PA3600;PA5539;PA2512;PA5538;PA0872;PA1317;PA2513;PA3478;PA0227;PA2531;PA1320;PA4172;PA2514;PA3333;PA2000;PA1319;PA1318;PA3569;PA5106
154	PA1719;PA1657;PA4973;PA0296;PA3601;PA0604;PA3600;PA5313;PA0606;PA4064;PA0603;PA2444;PA5538	PA4225;PA3187;PA3236;PA0175;PA5435;PA3526;PA5508;PA5372;PA0870;PA2009;PA4226;PA4228;PA4839;PA5417;PA5379;PA1561;PA5419;PA0174;PA5416;PA4231;PA0177;PA4230;PA5436;PA4224;PA5420;PA5421;PA5418
